Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
BLCA	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	5.12522731231144	3.63470644335697	7.22698116401456	0	121/89--234/57	57(13.83%)	0	0	0	0.79182916561957	0.692777917822032
BLCA	new_tumor_event	Yes (vs No)	1.83217510533573	1.36678232007082	2.45603529348993	5.1265940747891e-05	144/93--268/88	1(0.24%)	5.60173314068102e-05	5.1265940747891e-05	3.93880733692287e-05	0.000112299396981319	0.543527699445101
BLCA	pharmaceutical_tx_adjuvant	YES (vs NO)	0.665612035216521	0.453796838362941	0.976294552917846	0.0372770422613473	77/32--335/149	1(0.24%)	0.0298560211639222	0.0372770422613473	0.0359971058676678	0.171049664363276	0.541253524970436
BLCA	number_of_lymphnodes_positive_by_he	Yes (vs None)	2.03250846230108	1.51181803608946	2.73253166102659	2.63873916761526e-06	120/78--292/103	1(0.24%)	4.74248872261995e-06	2.63873916761526e-06	1.62435382788928e-06	0.465538789054263	0.574570181024288
BLCA	histologic_subtype	Papillary (vs Non-Papillary)	0.675275153857793	0.475653554125236	0.958673659563586	0.0280908828992149	133/42--274/135	6(1.46%)	0.023281991609588	0.0280908828992149	0.0271040399562615	0.466344800437618	0.545559129434414
BLCA	lymphovascular_invasion	YES (vs NO)	1.79529869567343	1.33727216560506	2.41020301594958	9.86353009686525e-05	153/82--259/99	1(0.24%)	0.000127476083647715	9.86353009686525e-05	7.85249890208339e-05	0.631439168920591	0.573501319021195
BLCA	extracapsular_extension	YES (vs NO)	1.41921864118918	0.997817973499829	2.01858615999286	0.0514375754647564	73/41--339/140	1(0.24%)	0.0595205606264705	0.0514375754647562	0.0502624536247733	0.161262336521353	0.518398071500045
BRCA	AR	(continuous)	1.07206633920914	0.871226426265393	1.31920497475265	0.510868155220792	873/121	224(20.42%)	0.50951954933676	0.510868155220792	0.510773968780059	0.0076761399136791	0.47587484273799
BRCA	AR	H (vs L)	1.08177593844958	0.754148899928516	1.5517349174936	0.669353943330978	437/62--436/59	224(20.42%)	0.669423409443608	0.669353943330978	0.669275699661649	0.0419382480659078	0.475898140813569
BRCA	age_at_initial_pathologic_diagnosis	(continuous)	1.03268283282516	1.02007561574284	1.0454458637708	2.87362519002521e-07	1096/151	1(0.09%)	3.13899995330047e-07	2.87362519002521e-07	2.24256760494868e-07	0.700603546692185	0.635736137373365
BRCA	gender	MALE (vs FEMALE)	0.84182749945734	0.117528357572452	6.02980891999385	0.863909965915033	12/1--1085/150	1(0.09%)	0.860008258973578	0.863909965915033	0.86374344581538	0.671390280575146	0.498039939122815
BRCA	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.5738657666488	0.910408832475383	2.7208143891728	0.104399094031222	621/65--183/16	NA	NA	NA	NA	0.305105005690264	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	3.01584387696609	1.70046552397406	5.34872019573659	0.00015936600508315	249/44--183/16	NA	NA	NA	NA	0.00253503952500933	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	13.007444821841	6.41634865902463	26.3691438518178	1.11510800593351e-12	20/15--183/16	NA	NA	NA	NA	0.0374983556157882	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_X (vs Stage_I)	4.18772714420872	1.71045718203138	10.2528486644227	0.00171914720285971	13/7--183/16	NA	NA	NA	NA	0.0290265228122628	NA
BRCA	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	12(1.09%)	5.27037302688882e-11	1.65423230669148e-14	0	0.00300809803514079	0.69372226735829
BRCA	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.64856178262154	1.89289287630443	3.70590412388196	1.32217542470059e-08	269/59--804/81	NA	NA	NA	NA	0.000348274032020202	NA
BRCA	pathologic_stage_v2	Stage_X (vs StageI/II)	2.97072401138018	1.36070707451491	6.48574650421139	0.00627383220989308	13/7--804/81	NA	NA	NA	NA	0.0575661067846515	NA
BRCA	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	12(1.09%)	6.90958159577093e-08	2.06303503169636e-08	4.67350613764239e-09	0.000727298649571551	0.663075745265921
BRCA	histological_type	Infiltrating_Lobular_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	0.846999026729723	0.538995164977484	1.33100888077738	0.47148639663677	203/23--784/106	NA	NA	NA	NA	0.930106601706134	NA
BRCA	histological_type	Other_specify (vs Infiltrating_Ductal_Carcinoma)	1.27685649493289	0.661626936376094	2.46417190566973	0.466250003752209	46/10--784/106	NA	NA	NA	NA	0.354456178257939	NA
BRCA	histological_type	Mixed_Histology_(please_specify) (vs Infiltrating_Ductal_Carcinoma)	1.02135517955947	0.448171526303997	2.32760526179739	0.959900604197361	30/6--784/106	NA	NA	NA	NA	0.503591710515245	NA
BRCA	histological_type	Mucinous_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	4.07965081933304	1.28149783046067	12.9875762658933	0.0173233942960406	17/3--784/106	NA	NA	NA	NA	0.731335089672911	NA
BRCA	histological_type	Metaplastic_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	2.35796364725126	0.327483883407292	16.9779120239743	0.394408645726573	9/1--784/106	NA	NA	NA	NA	0.855862379394064	NA
BRCA	histological_type	Medullary_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	1.06538654983856	0.261399885134283	4.34219204034396	0.929596142956796	6/2--784/106	NA	NA	NA	NA	0.0287988371938712	NA
BRCA	histological_type	Infiltrating_Carcinoma_NOS (vs Infiltrating_Ductal_Carcinoma)	1.01566519374425e-05	0	Inf	0.995891408485394	1/0--784/106	NA	NA	NA	NA	0.999638639967036	NA
BRCA	histological_type	Global	NA	NA	NA	NA	NA	2(0.18%)	0.576343614221657	0.361870655315042	0.266622357669576	0.488465838139695	0.52166556428912
BRCA	menopause_status	Pre (vs Post)	0.456905363068991	0.275127303974222	0.758785143406799	0.00247355110848213	229/18--705/91	NA	NA	NA	NA	0.297532290455807	NA
BRCA	menopause_status	Peri (vs Post)	0.178340651764923	0.0248406233688026	1.28037801627321	0.0864884538684553	39/1--705/91	NA	NA	NA	NA	0.453827055003787	NA
BRCA	menopause_status	Indeterminate (vs Post)	0.666856653844513	0.362137678540668	1.2279799179382	0.193363790609462	34/15--705/91	NA	NA	NA	NA	0.0901904659466284	NA
BRCA	menopause_status	Global	NA	NA	NA	NA	NA	91(8.3%)	0.00150357856308636	0.00593932342418702	0.00359003280638426	0.171846257341968	0.585485987348466
BRCA	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	10.9315878412962	7.6539834434648	15.6127346779157	0	126/83--935/49	37(3.37%)	0	0	0	0.00555488614016253	0.78428833872802
BRCA	margin_status	Positive (vs Negative)	1.9809907213779	1.20361901712171	3.26043721672814	0.00716693569300386	79/19--920/89	NA	NA	NA	NA	0.0728333814535504	NA
BRCA	margin_status	Close (vs Negative)	1.90443099962542	0.830123675568748	4.36905673103394	0.128383007725696	31/6--920/89	NA	NA	NA	NA	0.830465037139784	NA
BRCA	margin_status	Global	NA	NA	NA	NA	NA	68(6.2%)	0.0213860245179001	0.0125628018821393	0.010630557316845	0.200055842402914	0.534975921620724
BRCA	new_tumor_event_type	Distant_Metastasis (vs No)	5.3464713441837	3.7500438609121	7.62251240102161	0	64/46--995/95	NA	NA	NA	NA	0.0963013917283085	NA
BRCA	new_tumor_event_type	New_Primary_Tumor (vs No)	0.678508677970649	0.246841165993753	1.86506178670833	0.452169252698851	19/4--995/95	NA	NA	NA	NA	0.143607824137472	NA
BRCA	new_tumor_event_type	Locoregional_Disease (vs No)	1.93970306413824	0.780583565902731	4.820045080857	0.153700227921664	10/5--995/95	NA	NA	NA	NA	0.683106537645298	NA
BRCA	new_tumor_event_type	Locoregional_Recurrence (vs No)	0.785079322088458	0.109331685138413	5.63742835565536	0.809890699390525	9/1--995/95	NA	NA	NA	NA	0.663967275620175	NA
BRCA	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.09%)	2.09832151654155e-14	0	0	0.345091237315328	0.632776829774478
BRCA	new_tumor_event_dx_days_to	Yes (vs No)	3.14129467034475	2.25081384139693	4.38407300703824	1.69509961622794e-11	113/60--984/91	1(0.09%)	2.05193306790363e-10	1.69509961622794e-11	1.65623070813581e-12	0.0124238878379573	0.626058817199342
BRCA	number_of_lymphnodes_positive_by_he	Yes (vs None)	1.60419280970631	1.16222247119455	2.21423577197611	0.00405038905955013	473/86--624/65	1(0.09%)	0.0038214054004192	0.00405038905955013	0.00372021542172474	0.341239188074857	0.564927977370905
BRCA	surgical_procedure_first	Other (vs Modified_Radical_Mastectomy)	0.707100473871885	0.470526108407647	1.06262133219751	0.0953755531459509	272/39--322/58	NA	NA	NA	NA	0.141182079983712	NA
BRCA	surgical_procedure_first	Lumpectomy (vs Modified_Radical_Mastectomy)	0.563738594647789	0.34862606268883	0.911581884166593	0.0194130822892037	247/24--322/58	NA	NA	NA	NA	0.270853814205601	NA
BRCA	surgical_procedure_first	Simple_Mastectomy (vs Modified_Radical_Mastectomy)	0.538779289569857	0.314963387072116	0.921640847108793	0.0239535698643681	200/18--322/58	NA	NA	NA	NA	0.929807903663165	NA
BRCA	surgical_procedure_first	Global	NA	NA	NA	NA	NA	57(5.2%)	0.0372241180785454	0.0361555761377048	0.0332949750304957	0.380797046936217	0.572100802468066
BRCA	micromet_detection_by_ihc	YES (vs NO)	0.40901264541023	0.24094799660513	0.694304773073646	0.000928623636202053	263/18--467/66	367(33.45%)	0.000393748512252823	0.000928623636202053	0.000630665706795819	0.969553268484755	0.603892076290898
BRCA	er_status_by_ihc	Negative (vs Positive)	1.36109381005523	0.944332842499752	1.96178325733826	0.098355744594714	238/41--808/100	52(4.74%)	0.106114787189348	0.098355744594714	0.0970692213283642	0.0120151085112482	0.561508720680471
BRCA	pr_status_by_ihc	Negative (vs Positive)	1.33454990811029	0.952378539621438	1.87007936775341	0.0936373538124619	344/56--699/86	55(5.01%)	0.0975172942662099	0.0936373538124619	0.092518285996355	0.000921223577338592	0.579602709879485
BRCA	her2_status_by_ihc	Positive (vs Negative)	1.64313103707711	1.00859729144845	2.67686580947368	0.0461146007801888	164/23--564/57	369(33.64%)	0.0546136803700116	0.0461146007801888	0.0439602802343548	0.306722136043986	0.5610433772912
CESC	AR	(continuous)	0.617750839002949	0.299601495718895	1.27374564059889	0.192026382305459	171/30	136(44.3%)	0.166994943171568	0.192026382305459	0.192834814779255	0.772592279769977	0.571561771561772
CESC	AR	H (vs L)	0.916420919686425	0.446834367725902	1.87950471740366	0.811759962226495	86/15--85/15	136(44.3%)	0.8117905539458	0.811759962226495	0.811702576889675	0.970610827673762	0.512354312354312
CESC	BMI	(continuous)	0.952253851978423	0.910819291172097	0.995573334245958	0.0311288296760479	262/52	45(14.66%)	0.0242743428927059	0.0311288296760479	0.0313397480385302	0.753645290817198	0.598963372494817
CESC	age_at_initial_pathologic_diagnosis	(continuous)	1.01686061887883	0.999272520890233	1.03475828326136	0.0603518513170338	307/71	0(0%)	0.0629687221714951	0.0603518513170338	0.0596971116788939	0.819235627384363	0.559015952679692
CESC	BMI_category	Over (vs Normal)	0.480094337688715	0.23114354971943	0.997175016826311	0.049119876813473	75/10--99/26	NA	NA	NA	NA	0.239438102077882	NA
CESC	BMI_category	Obesity (vs Normal)	0.645043368273296	0.345771064088598	1.20334229832125	0.168162133108866	88/16--99/26	NA	NA	NA	NA	0.874157850879166	NA
CESC	BMI_category	Global	NA	NA	NA	NA	NA	45(14.66%)	0.100774287062877	0.106343320107582	0.0987819263189247	0.425218678905141	0.56558396682792
CESC	clinical_stage	Stage_II (vs Stage_I)	0.8076049964134	0.410257196507538	1.58979741436395	0.536336965062315	70/11--163/36	NA	NA	NA	NA	0.342514745459558	NA
CESC	clinical_stage	Stage_III (vs Stage_I)	1.24105206623818	0.615433886272067	2.50264125110778	0.546189787768132	46/10--163/36	NA	NA	NA	NA	0.377753780268337	NA
CESC	clinical_stage	Stage_IV (vs Stage_I)	4.44756321075941	2.39303807381462	8.26598570668329	2.36700148270597e-06	21/14--163/36	NA	NA	NA	NA	0.08969012094891	NA
CESC	clinical_stage	Global	NA	NA	NA	NA	NA	7(2.28%)	0.000229696045991101	9.89695383923905e-06	7.85414437376453e-07	0.345599971938846	0.615844203229043
CESC	clinical_stage_v2	StageIII/IV (vs StageI/II)	2.25977753818685	1.38068311851567	3.69859995650831	0.00118189264641155	67/24--233/47	7(2.28%)	0.00210740124061759	0.00118189264641155	0.000858929342444803	0.114816272752725	0.604168566998084
CESC	histological_grade	G2 (vs G1)	1.88373933327869	0.452234028923794	7.84654326916912	0.384363208059097	136/37--18/2	NA	NA	NA	NA	0.65706004357498	NA
CESC	histological_grade	G3 (vs G1)	1.60260351879068	0.375909215502104	6.8323359271991	0.523809007484892	120/22--18/2	NA	NA	NA	NA	0.72566600292645	NA
CESC	histological_grade	G4 (vs G1)	5.23503262222373e-07	0	Inf	0.99569580097868	1/0--18/2	NA	NA	NA	NA	0.999996510077568	NA
CESC	histological_grade	GX (vs G1)	3.80620393939681	0.821988747622004	17.6245580857292	0.0873985399835897	24/9--18/2	NA	NA	NA	NA	0.918068405260657	NA
CESC	histological_grade	Global	NA	NA	NA	NA	NA	8(2.61%)	0.190699720670991	0.219869301165697	0.159032813329647	0.967716367616972	0.568287565003193
CESC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	0.873063462785214	0.517060719435352	1.47417852758744	0.611527591460084	121/22--154/39	NA	NA	NA	NA	0.806380263732491	NA
CESC	histological_grade_v2	GX (vs G_1/2/Low)	2.12084664131664	1.01878688865856	4.41504550761013	0.0444610101053052	24/9--154/39	NA	NA	NA	NA	0.537576494354468	NA
CESC	histological_grade_v2	Global	NA	NA	NA	NA	NA	8(2.61%)	0.11322721586096	0.0747657513232041	0.0649759554856633	0.823833512927482	0.55679226347961
CESC	histological_type	Adenocarcinoma (vs Cervical_Squamous_Cell_Carcinoma)	0.947380322204577	0.483945659085492	1.85460796692856	0.874677151859406	47/10--254/60	NA	NA	NA	NA	0.695952207657474	NA
CESC	histological_type	Adenosquamous (vs Cervical_Squamous_Cell_Carcinoma)	1.60538198758778	0.219323778118989	11.7508979107275	0.641155348972427	6/1--254/60	NA	NA	NA	NA	0.742227502828479	NA
CESC	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.895908698412926	0.882448871344796	0.880495584152181	0.883100031265062	0.510082452052339
CESC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	21.7232746364354	11.3569200925791	41.5518166090073	0	80/53--200/14	27(8.79%)	0	0	0	0.782444730151069	0.812434392594713
CESC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	13.6149781103795	7.30596330365838	25.3720996454076	2.22044604925031e-16	36/26--183/22	88(28.66%)	1.4432899320127e-15	2.22044604925031e-16	0	0.457046417953787	0.770143312101911
CESC	new_tumor_event_type	Distant_Metastasis (vs No)	3.91042600854504	2.27363676844275	6.7255384767457	8.27528989444382e-07	31/20--260/40	NA	NA	NA	NA	0.178907659789807	NA
CESC	new_tumor_event_type	Locoregional_Recurrence (vs No)	4.58460074281038	2.12494656630731	9.89133764784642	0.000103959196277703	13/8--260/40	NA	NA	NA	NA	0.349026878141391	NA
CESC	new_tumor_event_type	New_Primary_Tumor (vs No)	50.5840937558374	13.5420886937691	188.947997532809	5.36384303639892e-09	3/3--260/40	NA	NA	NA	NA	0.639963886605061	NA
CESC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	3.81697939921821e-09	3.59501317603872e-12	0	0.523906637994647	0.641647248610862
CESC	new_tumor_event_dx_days_to	Yes (vs No)	4.46366731653708	2.77689037818558	7.17504949753901	6.5153693551423e-10	48/32--259/39	0(0%)	5.53606083197877e-09	6.5153693551423e-10	1.42290623728059e-11	0.176672204513207	0.633984585051084
CESC	number_of_lymphnodes_positive_by_he	Yes (vs No)	1.27348669770268	0.737278878943815	2.19966747392647	0.385960762670207	52/17--255/54	0(0%)	0.396107880643111	0.385960762670207	0.384819020728941	0.143040187899233	0.502106112206489
CESC	performance_status_scale_timing	Pre-Adjuvant_Therapy (vs Preoperative)	1.8771501144419	0.933366233301035	3.77525179980744	0.0773069110805977	52/18--96/14	NA	NA	NA	NA	0.496299494577268	NA
CESC	performance_status_scale_timing	Post-Adjuvant_Therapy (vs Preoperative)	0.479206679442933	0.0626767453904287	3.66386353012181	0.478449918650261	15/1--96/14	NA	NA	NA	NA	0.0673581146843308	NA
CESC	performance_status_scale_timing	Other (vs Preoperative)	4.62467005760035	1.31802536059072	16.2269814991114	0.0167971835877114	9/3--96/14	NA	NA	NA	NA	0.0534957641808795	NA
CESC	performance_status_scale_timing	Global	NA	NA	NA	NA	NA	135(43.97%)	0.0495814323820675	0.0409204523216077	0.024395661341307	0.0427612056739968	0.651416765053129
CESC	lymphovascular_involvement	ABSENT (vs PRESENT)	0.10022199817077	0.0235689891862286	0.426172240055624	0.00184025691389289	72/2--80/23	155(50.49%)	2.6307497535405e-05	0.00184025691389289	0.000124817352966877	0.36297286631629	0.720306513409962
CESC	corpus_involvement	PRESENT (vs ABSENT)	3.21124621220743	1.23518605615751	8.34862260953308	0.0166994264888187	19/7--99/11	189(61.56%)	0.0245816519360392	0.0166994264888187	0.0114782979994177	0.100027489279961	0.591002044989775
CHOL	AR	(continuous)	0.956098922490494	0.291389213311049	3.13712762116449	0.940967856251441	30/15	15(33.33%)	0.940804929995988	0.940967856251441	0.940965882023184	0.135000153277257	0.592452830188679
CHOL	AR	H (vs L)	0.798664529978234	0.289319841152782	2.20470545298176	0.664330821831983	15/8--15/7	15(33.33%)	0.663874879524046	0.664330821831983	0.663670951717019	0.379950796801243	0.549056603773585
CHOL	BMI	(continuous)	0.962383013145635	0.878511012972218	1.0542623260439	0.409847561107812	41/20	4(8.89%)	0.395694158138065	0.409847561107812	0.407721027510892	0.270295124808236	0.598326359832636
CHOL	age_at_initial_pathologic_diagnosis	(continuous)	1.00272177058273	0.969475064843038	1.03710862265792	0.874461769058574	45/22	0(0%)	0.873713968619498	0.874461769058574	0.874450919147928	0.249194170941212	0.53428093645485
CHOL	BMI_category	Over (vs Normal)	0.544793427858731	0.197210203921298	1.50499250615101	0.241406776678479	20/9--12/7	NA	NA	NA	NA	0.0997421386857129	NA
CHOL	BMI_category	Obesity (vs Normal)	0.532726316532202	0.154683823949	1.83469299556195	0.318228004371844	9/4--12/7	NA	NA	NA	NA	0.454269129823635	NA
CHOL	BMI_category	Global	NA	NA	NA	NA	NA	4(8.89%)	0.461454853219698	0.436601911927143	0.426213209762344	0.257937190096432	0.597280334728033
CHOL	gender	MALE (vs FEMALE)	1.41367607898265	0.608426639064519	3.28466889510376	0.420920006447362	20/10--25/12	0(0%)	0.424419289986058	0.420920006447362	0.41866211450635	0.267932399623652	0.566889632107023
CHOL	pathologic_stage_v2	StageIII/IV (vs StageI/II)	0.759894528377506	0.294363101019346	1.96165787171851	0.57040254881393	14/6--31/16	0(0%)	0.563290436736511	0.57040254881393	0.569202830800914	0.874083479219144	0.533444816053512
CHOL	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	0.717440596541837	0.306346436506839	1.68019258012429	0.444382863723574	22/11--23/11	0(0%)	0.445243657966984	0.444382863723574	0.442498929332222	0.528566377827439	0.555183946488294
