Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
ACC	weiss_venous_invasion	Present (vs Absent)	3.18683478766862	1.50684051294036	6.73987451006162	0.00242246228855592	36/19--43/12	13(14.13%)	0.00199735377138399	0.00242246228855592	0.00148974417737358	0.850561532622063	0.642156862745098
BLCA	AR	(continuous)	0.952413774320399	0.739516357914518	1.22660166716702	0.705653114871801	343/155	69(16.75%)	0.704627576825394	0.705653114871801	0.705649306985844	0.0254101638350339	0.53693574852804
BLCA	AR	H (vs L)	0.857714090858667	0.625033052496474	1.17701529338188	0.341821640003295	171/83--172/72	69(16.75%)	0.341194784355333	0.341821640003295	0.341354975876316	0.000829384521142007	0.54941925935459
BLCA	ERALPHA	(continuous)	1.20894663510587	0.819300251165683	1.78390274438991	0.339115941144699	343/155	69(16.75%)	0.344324282544968	0.339115941144699	0.339041426263923	0.852113703480945	0.526833113477687
BLCA	ERALPHA	H (vs L)	1.2513069025614	0.912004605471394	1.71684326483032	0.16477271738777	171/71--172/84	69(16.75%)	0.163886004357771	0.16477271738777	0.163894732668458	0.464691040763619	0.534281393777549
BLCA	ERALPHA_pS118	(continuous)	0.433255138004292	0.238672665695853	0.786474706099452	0.00596786402935556	343/155	69(16.75%)	0.0093977026985973	0.00596786402935545	0.00786691517297711	0.630427817276638	0.543386634921656
BLCA	ERALPHA_pS118	H (vs L)	0.779992537886381	0.566510779360816	1.07392194698373	0.127792686149648	171/90--172/65	69(16.75%)	0.125767676082172	0.127792686149648	0.126826954708419	0.389359574525889	0.523905279752904
BLCA	PR	(continuous)	1.33521111272052	0.569426891091841	3.13084742470448	0.506138804782951	343/155	69(16.75%)	0.51171816631495	0.506138804782951	0.506279246030916	0.922080293047498	0.50672436536791
BLCA	PR	H (vs L)	0.959064628349899	0.699498330849788	1.31494947276644	0.795192440658503	171/77--172/78	69(16.75%)	0.795207098403734	0.795192440658503	0.795178048305532	0.648871665685923	0.500852610919855
BLCA	BMI	(continuous)	0.993441147538726	0.966874427774967	1.02073783861906	0.634208182326432	361/153	51(12.38%)	0.630507769995155	0.634208182326432	0.634276435382503	0.629734344249669	0.510043455799678
BLCA	tobacco_smoking_history	(continuous)	1.0453367996629	0.922455887955021	1.18458675260009	0.487105539242261	398/175	14(3.4%)	0.487526614648717	0.487105539242261	0.486985578146241	0.304785893000725	0.525047167529389
BLCA	eastern_cancer_oncology_group	(continuous)	1.54474714632163	1.05271847916568	2.26674442720908	0.0262466570829804	100/40	312(75.73%)	0.0351753914272301	0.0262466570829804	0.0262994337031125	0.91572025673652	0.596286701208981
BLCA	karnofsky_performance_score	(continuous)	0.99900051562345	0.977740330822724	1.02072298621061	0.927403329998012	136/64	276(66.99%)	0.927719677261938	0.927403329998012	0.927401729160679	0.33333590722967	0.51214405360134
BLCA	age_at_initial_pathologic_diagnosis	(continuous)	1.03146925923741	1.0160026388791	1.04717132814296	5.8318737247598e-05	411/180	1(0.24%)	3.90086909038967e-05	5.8318737247598e-05	5.3369207405618e-05	0.050673675688531	0.60105294278177
BLCA	race	ASIAN (vs WHITE)	0.621738497166837	0.316476793222761	1.22144424847982	0.16778155672727	44/9--327/152	NA	NA	NA	NA	0.0325688499007987	NA
BLCA	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.25437146949369	0.711495125314883	2.21146670932342	0.433401379609602	23/13--327/152	NA	NA	NA	NA	0.657729903857642	NA
BLCA	race	Global	NA	NA	NA	NA	NA	19(4.61%)	0.229005381987568	0.2623728880636	0.255944768495011	0.0974323904693397	0.530146840700089
BLCA	gender	FEMALE (vs MALE)	1.11771312769827	0.808016181760891	1.54611091216825	0.501429957014188	108/51--304/130	1(0.24%)	0.504924324568667	0.501429957014188	0.50121003181337	0.563747306266809	0.514941326298554
BLCA	BMI_category	Over (vs Normal)	1.22179989559438	0.850277200831664	1.75565684157392	0.278780235481268	125/63--150/56	NA	NA	NA	NA	0.663929215018961	NA
BLCA	BMI_category	Obesity (vs Normal)	0.891295451342969	0.583128224732318	1.36232058043381	0.594986775677176	87/35--150/56	NA	NA	NA	NA	0.697903784136949	NA
BLCA	BMI_category	Global	NA	NA	NA	NA	NA	51(12.38%)	0.287519627019549	0.286614346283916	0.2844828140051	0.732587419087857	0.54202753213602
BLCA	tobacco_smoking_history_v2	No (vs Yes)	0.855562625964886	0.35032531373735	2.08945051426322	0.732034262294821	13/5--399/176	1(0.24%)	0.725683450932086	0.732034262294821	0.731775887814708	0.107435679690265	0.497532520694988
BLCA	pathologic_stage_v2	StageI/II (vs StageIII/IV)	0.447355988626598	0.309042517707048	0.647572321261595	2.02151061819977e-05	133/35--277/145	3(0.73%)	4.43057266674707e-06	2.02151061819977e-05	1.19970307245199e-05	0.348162189752653	0.584225060407318
BLCA	histological_grade	Low_Grade (vs High_Grade)	0.344468403067794	0.085234319044813	1.3921444089873	0.134742046795077	21/2--388/179	4(0.97%)	0.07182262793479	0.134742046795077	0.117022070408609	0.150164046625306	0.515157078275237
BLCA	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.78113450409233	4.05156794806129	8.24903261721167	0	165/124--222/43	26(6.31%)	0	0	0	0.0395489930409856	0.681734197309184
BLCA	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	4.65180146934711	2.68895797853318	8.04745075340453	3.86093295112744e-08	23/17--234/57	NA	NA	NA	NA	0.818772500278605	NA
BLCA	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	3.559724240905	2.08785906138958	6.0692011762772	3.09883223803542e-06	30/18--234/57	NA	NA	NA	NA	0.539551691652185	NA
BLCA	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	6.3956908116907	4.3301587445278	9.44650378243938	0	68/54--234/57	NA	NA	NA	NA	0.817262024204952	NA
BLCA	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	57(13.83%)	0	0	0	0.879131625009648	0.702924124023191
BLCA	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	5.12522731231144	3.63470644335697	7.22698116401456	0	121/89--234/57	57(13.83%)	0	0	0	0.79182916561957	0.692777917822032
BLCA	new_tumor_event	Yes (vs No)	1.83217510533573	1.36678232007082	2.45603529348993	5.1265940747891e-05	144/93--268/88	1(0.24%)	5.60173314068102e-05	5.1265940747891e-05	3.93880733692287e-05	0.000112299396981319	0.543527699445101
BLCA	history_other_malignancy	Yes (vs No)	0.914997704079446	0.659970762796712	1.26857255755213	0.594105769386886	109/51--303/130	1(0.24%)	0.591730411148627	0.594105769386886	0.593985543777209	0.346265555524092	0.5158168834713
BLCA	pharmaceutical_tx_adjuvant	YES (vs NO)	0.665612035216521	0.453796838362941	0.976294552917846	0.0372770422613473	77/32--335/149	1(0.24%)	0.0298560211639222	0.0372770422613473	0.0359971058676678	0.171049664363276	0.541253524970436
BLCA	number_of_lymphnodes_positive_by_he	Yes (vs None)	2.03250846230108	1.51181803608946	2.73253166102659	2.63873916761526e-06	120/78--292/103	1(0.24%)	4.74248872261995e-06	2.63873916761526e-06	1.62435382788928e-06	0.465538789054263	0.574570181024288
BLCA	noninvasive_bladder_history	YES (vs NO)	0.873779081484983	0.583461603753281	1.3085520595175	0.512575551191714	66/29--346/152	1(0.24%)	0.506105054391287	0.512575551191714	0.512257534823127	0.992649090502054	0.509369598835623
BLCA	tobacco_smoking_age_started	YES (vs NO)	1.09397640786365	0.813246375757071	1.47161354374084	0.552743698812252	175/78--237/103	1(0.24%)	0.553639348067821	0.552743698812252	0.552613041499083	0.462511349663242	0.505310197398344
BLCA	family_history_cancer_type	Yes (vs No)	0.832618710295954	0.613440299117053	1.13010820732307	0.239901669385378	143/66--269/115	1(0.24%)	0.236261268179027	0.239901669385378	0.239261894258166	0.597386310039523	0.524947693987083
BLCA	histologic_subtype	Papillary (vs Non-Papillary)	0.675275153857793	0.475653554125236	0.958673659563586	0.0280908828992149	133/42--274/135	6(1.46%)	0.023281991609588	0.0280908828992149	0.0271040399562615	0.466344800437618	0.545559129434414
BLCA	lymphovascular_invasion	YES (vs NO)	1.79529869567343	1.33727216560506	2.41020301594958	9.86353009686525e-05	153/82--259/99	1(0.24%)	0.000127476083647715	9.86353009686525e-05	7.85249890208339e-05	0.631439168920591	0.573501319021195
BLCA	extracapsular_extension	YES (vs NO)	1.41921864118918	0.997817973499829	2.01858615999286	0.0514375754647564	73/41--339/140	1(0.24%)	0.0595205606264705	0.0514375754647562	0.0502624536247733	0.161262336521353	0.518398071500045
BLCA	incidental_prostate_cancer_indicator	YES (vs NO)	0.932329131793164	0.657603629500922	1.32182605295213	0.694015607035705	86/42--326/139	1(0.24%)	0.692192689916069	0.694015607035706	0.693956828068743	0.940574148988576	0.505060038206131
BRCA	AR	(continuous)	1.07206633920914	0.871226426265393	1.31920497475265	0.510868155220792	873/121	224(20.42%)	0.50951954933676	0.510868155220792	0.510773968780059	0.0076761399136791	0.47587484273799
BRCA	AR	H (vs L)	1.08177593844958	0.754148899928516	1.5517349174936	0.669353943330978	437/62--436/59	224(20.42%)	0.669423409443608	0.669353943330978	0.669275699661649	0.0419382480659078	0.475898140813569
BRCA	ERALPHA	(continuous)	1.04393996491288	0.944616679616073	1.15370676154611	0.399223720232268	873/121	224(20.42%)	0.397749557001724	0.399223720232268	0.398950839887807	0.0192555693754484	0.475164251432832
BRCA	ERALPHA	H (vs L)	1.19560821887975	0.832931199175567	1.71620298827528	0.332678557365023	437/64--436/57	224(20.42%)	0.333570557666974	0.332678557365024	0.332053892441562	0.0348935324878318	0.48547364987652
BRCA	ERALPHA_pS118	(continuous)	1.29294995600312	0.942086731712245	1.77448586468267	0.111694330311885	873/121	224(20.42%)	0.12045827681529	0.111694330311885	0.111153731153175	0.0108033803274437	0.493429942686734
BRCA	ERALPHA_pS118	H (vs L)	1.32487288304643	0.922914106340851	1.90189763508014	0.127239496279599	437/62--436/59	224(20.42%)	0.127985721872953	0.127239496279599	0.126032784402201	0.020587849502024	0.503086995014212
BRCA	PR	(continuous)	0.801207542080673	0.418519048312423	1.53382152634485	0.503544468448947	873/121	224(20.42%)	0.498590698812512	0.503544468448947	0.5036042081067	0.353947995193876	0.548623083733284
BRCA	PR	H (vs L)	0.920211850574392	0.643543690979781	1.31582340376662	0.648587664001292	437/63--436/58	224(20.42%)	0.648458055781202	0.648587664001292	0.648494418356742	0.132376541746474	0.540969665905596
BRCA	age_at_initial_pathologic_diagnosis	(continuous)	1.03268283282516	1.02007561574284	1.0454458637708	2.87362519002521e-07	1096/151	1(0.09%)	3.13899995330047e-07	2.87362519002521e-07	2.24256760494868e-07	0.700603546692185	0.635736137373365
BRCA	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.22317787182201	0.816961835577375	1.83137576439862	0.327947421105645	183/30--757/111	NA	NA	NA	NA	0.967350324644037	NA
BRCA	race	ASIAN (vs WHITE)	0.754134312865163	0.238658660537427	2.3829789397122	0.630723983907403	61/3--757/111	NA	NA	NA	NA	0.603933879705262	NA
BRCA	race	AMERICAN_INDIAN_OR_ALASKA_NATIVE (vs WHITE)	1.70293636434067e-05	0	Inf	0.994261688677338	1/0--757/111	NA	NA	NA	NA	0.999483728182823	NA
BRCA	race	Global	NA	NA	NA	NA	NA	96(8.75%)	0.727336968773256	0.737263122239492	0.729331523415625	0.965729747231125	0.522047691143073
BRCA	gender	MALE (vs FEMALE)	0.84182749945734	0.117528357572452	6.02980891999385	0.863909965915033	12/1--1085/150	1(0.09%)	0.860008258973578	0.863909965915033	0.86374344581538	0.671390280575146	0.498039939122815
BRCA	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.5738657666488	0.910408832475383	2.7208143891728	0.104399094031222	621/65--183/16	NA	NA	NA	NA	0.305105005690264	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	3.01584387696609	1.70046552397406	5.34872019573659	0.00015936600508315	249/44--183/16	NA	NA	NA	NA	0.00253503952500933	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	13.007444821841	6.41634865902463	26.3691438518178	1.11510800593351e-12	20/15--183/16	NA	NA	NA	NA	0.0374983556157882	NA
BRCA	ajcc_pathologic_tumor_stage	Stage_X (vs Stage_I)	4.18772714420872	1.71045718203138	10.2528486644227	0.00171914720285971	13/7--183/16	NA	NA	NA	NA	0.0290265228122628	NA
BRCA	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	12(1.09%)	5.27037302688882e-11	1.65423230669148e-14	0	0.00300809803514079	0.69372226735829
BRCA	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.64856178262154	1.89289287630443	3.70590412388196	1.32217542470059e-08	269/59--804/81	NA	NA	NA	NA	0.000348274032020202	NA
BRCA	pathologic_stage_v2	Stage_X (vs StageI/II)	2.97072401138018	1.36070707451491	6.48574650421139	0.00627383220989308	13/7--804/81	NA	NA	NA	NA	0.0575661067846515	NA
BRCA	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	12(1.09%)	6.90958159577093e-08	2.06303503169636e-08	4.67350613764239e-09	0.000727298649571551	0.663075745265921
BRCA	histological_type	Infiltrating_Lobular_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	0.846999026729723	0.538995164977484	1.33100888077738	0.47148639663677	203/23--784/106	NA	NA	NA	NA	0.930106601706134	NA
BRCA	histological_type	Other_specify (vs Infiltrating_Ductal_Carcinoma)	1.27685649493289	0.661626936376094	2.46417190566973	0.466250003752209	46/10--784/106	NA	NA	NA	NA	0.354456178257939	NA
BRCA	histological_type	Mixed_Histology_(please_specify) (vs Infiltrating_Ductal_Carcinoma)	1.02135517955947	0.448171526303997	2.32760526179739	0.959900604197361	30/6--784/106	NA	NA	NA	NA	0.503591710515245	NA
BRCA	histological_type	Mucinous_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	4.07965081933304	1.28149783046067	12.9875762658933	0.0173233942960406	17/3--784/106	NA	NA	NA	NA	0.731335089672911	NA
BRCA	histological_type	Metaplastic_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	2.35796364725126	0.327483883407292	16.9779120239743	0.394408645726573	9/1--784/106	NA	NA	NA	NA	0.855862379394064	NA
BRCA	histological_type	Medullary_Carcinoma (vs Infiltrating_Ductal_Carcinoma)	1.06538654983856	0.261399885134283	4.34219204034396	0.929596142956796	6/2--784/106	NA	NA	NA	NA	0.0287988371938712	NA
BRCA	histological_type	Infiltrating_Carcinoma_NOS (vs Infiltrating_Ductal_Carcinoma)	1.01566519374425e-05	0	Inf	0.995891408485394	1/0--784/106	NA	NA	NA	NA	0.999638639967036	NA
BRCA	histological_type	Global	NA	NA	NA	NA	NA	2(0.18%)	0.576343614221657	0.361870655315042	0.266622357669576	0.488465838139695	0.52166556428912
BRCA	menopause_status	Pre (vs Post)	0.456905363068991	0.275127303974222	0.758785143406799	0.00247355110848213	229/18--705/91	NA	NA	NA	NA	0.297532290455807	NA
BRCA	menopause_status	Peri (vs Post)	0.178340651764923	0.0248406233688026	1.28037801627321	0.0864884538684553	39/1--705/91	NA	NA	NA	NA	0.453827055003787	NA
BRCA	menopause_status	Indeterminate (vs Post)	0.666856653844513	0.362137678540668	1.2279799179382	0.193363790609462	34/15--705/91	NA	NA	NA	NA	0.0901904659466284	NA
BRCA	menopause_status	Global	NA	NA	NA	NA	NA	91(8.3%)	0.00150357856308636	0.00593932342418702	0.00359003280638426	0.171846257341968	0.585485987348466
BRCA	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	10.9315878412962	7.6539834434648	15.6127346779157	0	126/83--935/49	37(3.37%)	0	0	0	0.00555488614016253	0.78428833872802
BRCA	margin_status	Positive (vs Negative)	1.9809907213779	1.20361901712171	3.26043721672814	0.00716693569300386	79/19--920/89	NA	NA	NA	NA	0.0728333814535504	NA
BRCA	margin_status	Close (vs Negative)	1.90443099962542	0.830123675568748	4.36905673103394	0.128383007725696	31/6--920/89	NA	NA	NA	NA	0.830465037139784	NA
BRCA	margin_status	Global	NA	NA	NA	NA	NA	68(6.2%)	0.0213860245179001	0.0125628018821393	0.010630557316845	0.200055842402914	0.534975921620724
BRCA	new_tumor_event_type	Distant_Metastasis (vs No)	5.3464713441837	3.7500438609121	7.62251240102161	0	64/46--995/95	NA	NA	NA	NA	0.0963013917283085	NA
BRCA	new_tumor_event_type	New_Primary_Tumor (vs No)	0.678508677970649	0.246841165993753	1.86506178670833	0.452169252698851	19/4--995/95	NA	NA	NA	NA	0.143607824137472	NA
BRCA	new_tumor_event_type	Locoregional_Disease (vs No)	1.93970306413824	0.780583565902731	4.820045080857	0.153700227921664	10/5--995/95	NA	NA	NA	NA	0.683106537645298	NA
BRCA	new_tumor_event_type	Locoregional_Recurrence (vs No)	0.785079322088458	0.109331685138413	5.63742835565536	0.809890699390525	9/1--995/95	NA	NA	NA	NA	0.663967275620175	NA
BRCA	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.09%)	2.09832151654155e-14	0	0	0.345091237315328	0.632776829774478
BRCA	new_tumor_event_dx_days_to	Yes (vs No)	3.14129467034475	2.25081384139693	4.38407300703824	1.69509961622794e-11	113/60--984/91	1(0.09%)	2.05193306790363e-10	1.69509961622794e-11	1.65623070813581e-12	0.0124238878379573	0.626058817199342
BRCA	history_other_malignancy	Yes (vs No)	1.46962329090969	0.745093147010411	2.89868807121648	0.26660069040134	68/9--1029/142	1(0.09%)	0.292490341950665	0.26660069040134	0.263662364299739	0.673433218095009	0.516572122553767
BRCA	radiation_therapy	YES (vs NO)	1.18218962914681	0.600468229147997	2.32747088258987	0.628210300127401	73/9--1024/142	1(0.09%)	0.636336760530484	0.628210300127401	0.627810340110012	0.853495043554194	0.508001660286861
BRCA	postoperative_rx_tx	YES (vs NO)	0.881925660109308	0.476148759204511	1.63350813148957	0.689498756402978	127/11--970/140	1(0.09%)	0.684270539926261	0.689498756402978	0.689306247800634	0.526676142557569	0.501006933234946
BRCA	number_of_lymphnodes_positive_by_he	Yes (vs None)	1.60419280970631	1.16222247119455	2.21423577197611	0.00405038905955013	473/86--624/65	1(0.09%)	0.0038214054004192	0.00405038905955013	0.00372021542172474	0.341239188074857	0.564927977370905
BRCA	number_of_lymphnodes_positive_by_ihc	Yes (vs No)	0.825164526598643	0.386026364053243	1.76386008667234	0.620032521474133	61/7--1036/144	1(0.09%)	0.609721846960973	0.620032521474133	0.619494319527941	0.896662267215644	0.503128410890252
BRCA	surgical_procedure_first	Other (vs Modified_Radical_Mastectomy)	0.707100473871885	0.470526108407647	1.06262133219751	0.0953755531459509	272/39--322/58	NA	NA	NA	NA	0.141182079983712	NA
BRCA	surgical_procedure_first	Lumpectomy (vs Modified_Radical_Mastectomy)	0.563738594647789	0.34862606268883	0.911581884166593	0.0194130822892037	247/24--322/58	NA	NA	NA	NA	0.270853814205601	NA
BRCA	surgical_procedure_first	Simple_Mastectomy (vs Modified_Radical_Mastectomy)	0.538779289569857	0.314963387072116	0.921640847108793	0.0239535698643681	200/18--322/58	NA	NA	NA	NA	0.929807903663165	NA
BRCA	surgical_procedure_first	Global	NA	NA	NA	NA	NA	57(5.2%)	0.0372241180785454	0.0361555761377048	0.0332949750304957	0.380797046936217	0.572100802468066
BRCA	micromet_detection_by_ihc	YES (vs NO)	0.40901264541023	0.24094799660513	0.694304773073646	0.000928623636202053	263/18--467/66	367(33.45%)	0.000393748512252823	0.000928623636202053	0.000630665706795819	0.969553268484755	0.603892076290898
