gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
OR52A1	109516	1024	-15	763092	158916	0	3	0	0	50	13	12757068	7.876659e-02	1
OR4C3	278638	642	-40	797040	175152	0	3	0	0	50	15	14994192	7.902848e-02	1
SAMSN1	157937	898	56	983016	150552	0	2	0	0	50	10	11144784	8.051552e-02	1
PLAU	988012	191	43	1380060	254364	0	3	0	0	50	6	16823940	8.066134e-02	1
CD8B	330931	543	19	783264	132840	0	2	0	0	50	13	16328004	8.113371e-02	1
ANKRD49	341083	589	-7	613032	103320	0	2	0	0	50	7	10659672	8.134491e-02	1
SF3B5	321795	374	17	222384	34440	0	1	0	0	50	21	17432052	8.151595e-02	1
EMCN	231787	807	-5	675516	141204	0	2	0	0	50	15	13213152	8.174422e-02	1
KRTAP19-6	22916	1048	-79	145632	30504	0	1	0	0	50	24	11161020	8.179757e-02	1
ABHD14A	1045639	224	36	647472	171216	0	2	0	0	50	11	12854484	8.204618e-02	1
EFCAB7	133143	401	7	1650660	259284	0	4	0	0	50	13	13012908	8.304121e-02	1
SYK	126037	542	32	1634916	293724	0	3	0	0	50	8	16861332	8.337556e-02	1
LELP1	822908	602	28	254856	41328	0	2	0	0	50	30	19425144	8.387953e-02	1
EXTL1	748547	221	31	1633440	404424	0	5	0	0	22	3	5411508	8.443999e-02	1
METAP2	441602	328	18	1244268	209100	0	3	0	0	50	5	13142796	8.445084e-02	1
GALNTL5	309129	476	12	1150788	191388	0	5	0	0	50	7	14025444	8.463577e-02	1
PROKR2	504598	489	14	942672	196800	0	4	0	0	50	11	15505380	8.484672e-02	1
KRAS	259193	512	16	605652	92004	0	2	0	0	50	11	14141556	8.497490e-02	1
H2AFV	1200579	164	55	342924	75276	0	1	0	0	50	14	17757756	8.502131e-02	1
IL8	273344	444	13	263220	45756	0	1	0	0	50	15	12811188	8.520601e-02	1
LRRIQ3	58597	1188	-18	1634424	236160	0	7	1	0	46	32	14836260	8.572945e-02	1
ERBB3	2693176	215	38	3486804	710940	0	6	0	0	31	1	8199672	8.590975e-02	1
KPRP	64902	818	18	1397772	318324	0	6	1	0	50	20	14475624	8.594159e-02	1
CLIC2	NaN	NaN	NaN	647472	104304	0	2	0	0	50	40	27753228	8.655853e-02	1
PAG1	185952	441	18	1095684	206148	0	2	0	0	50	11	12840708	8.716763e-02	1
C5orf51	113456	795	23	770964	119556	0	2	0	0	50	13	13284984	8.728984e-02	1
CARD18	46073	568	-18	241572	35916	0	1	0	0	50	18	13334184	8.783062e-02	1
SPTA1	177547	940	1	6357132	987444	0	27	7	0	17	20	5831184	8.831302e-02	1
SLC31A1	437406	312	17	488556	91020	0	1	0	0	50	5	12466788	8.870716e-02	1
GPR6	209151	624	13	827052	246492	0	3	0	0	50	15	16269948	8.916418e-02	1
CAMK2N2	NaN	NaN	NaN	198276	41820	0	1	0	0	50	40	27690744	8.933500e-02	1
ZNF846	938482	600	-49	1381044	215004	0	6	0	0	50	42	21609624	8.970167e-02	1
SERPINB8	114875	671	26	985968	155472	0	2	0	0	50	15	13507368	9.056834e-02	1
OR10C1	404210	854	21	726192	196800	0	3	0	0	50	9	11371596	9.057594e-02	1
PAX5	429504	542	34	973668	218940	0	3	0	0	50	11	11515260	9.064146e-02	1
OR6X1	92984	637	-1	747348	174660	0	2	0	0	50	17	14796408	9.093331e-02	1
SDHC	743182	293	35	540708	88068	0	3	0	0	50	32	19426620	9.096472e-02	1
LCE2C	169158	818	24	276996	54612	0	1	0	0	50	15	13746480	9.159512e-02	1
C4orf46	154316	534	-11	274044	66420	0	1	0	0	50	18	16783104	9.164460e-02	1
GABRG1	36353	926	-2	1197528	209592	0	5	1	0	50	34	14682756	9.166886e-02	1
GJA5	NaN	NaN	NaN	873300	190404	0	3	0	0	50	40	27839328	9.171750e-02	1
DFFA	829921	392	32	853128	170232	0	5	0	0	50	22	16414104	9.183540e-02	1
LIPG	243067	352	56	1280676	233700	0	6	0	0	50	7	10195716	9.189200e-02	1
PDZD11	215874	NaN	52	373428	66420	0	2	0	0	50	12	15477828	9.199763e-02	1
NDUFB10	1747301	183	46	457560	66912	0	2	0	0	50	22	13829136	9.243713e-02	1
ACBD7	254900	620	21	239112	37392	0	1	0	0	50	16	11589060	9.284465e-02	1
C9orf139	1951939	202	40	445260	122508	0	2	0	0	50	26	15507840	9.304319e-02	1
CACNG7	813774	360	-33	690276	142188	0	3	1	0	50	31	15744000	9.382175e-02	1
CDH12	127633	1075	-20	1994076	392124	0	6	0	0	50	27	14217816	9.396026e-02	1
GH1	1446139	380	27	567768	93480	0	3	0	0	50	19	13394700	9.405219e-02	1
GTSF1L	395176	374	38	380808	61008	0	1	0	0	50	12	15479304	9.414454e-02	1
RNMT	142674	697	42	1272804	174660	0	4	0	0	50	12	13675632	9.416730e-02	1
SPINK9	79210	459	-15	236652	33948	0	1	0	0	28	11	8637552	9.417453e-02	1
GPR37L1	704755	156	27	1150788	277980	0	4	0	0	34	9	10631628	9.427622e-02	1
PLK3	574317	191	43	1594080	372936	0	4	0	0	50	10	14353608	9.453283e-02	1
ZFP36L1	543449	259	46	813768	190896	0	3	0	0	13	2	4123944	9.492326e-02	1
KRTAP10-4	860604	461	30	987936	200736	0	2	0	0	50	9	15463068	9.550679e-02	1
HYAL3	843769	206	51	1004172	241572	0	2	0	0	50	8	14654220	9.556313e-02	1
SPANXD	NaN	NaN	NaN	253380	45756	0	1	0	0	50	40	27694680	9.612765e-02	1
SPRR2F	687290	704	30	185976	33456	0	1	0	0	50	8	15120636	9.620700e-02	1
TMPRSS11D	210733	767	22	1060752	213528	0	3	0	0	50	16	15543756	9.662831e-02	1
ST8SIA4	24350	1122	36	912168	168264	0	2	0	0	50	14	16161216	9.671510e-02	1
LTF	266701	565	34	1812528	351288	0	3	0	0	50	9	13960500	9.680854e-02	1
PPIAL4G	119504	375	34	416724	72324	0	1	0	0	50	9	13961484	9.707362e-02	1
ALLC	252769	496	5	1003188	197292	0	3	0	0	50	11	16678308	9.709311e-02	1
PRSS50	298503	495	41	944640	216480	0	5	0	0	50	15	12902208	9.716332e-02	1
RGS16	597206	812	-3	519552	95448	0	2	0	0	50	19	15332196	9.716533e-02	1
ZNF502	433000	541	28	1414500	202212	0	4	0	0	50	16	12224232	9.740635e-02	1
COL21A1	263671	483	-11	2413260	528900	0	4	1	0	50	13	13159524	9.775746e-02	1
FHL5	116593	1376	3	765552	95448	0	4	0	0	50	20	15029124	9.789169e-02	1
SMPD2	328699	559	47	1073052	215988	0	2	0	0	50	6	12462852	9.837292e-02	1
ADAM23	290387	726	16	2176116	381300	0	5	0	0	44	10	13582644	9.854120e-02	1
DEFB129	1010597	348	24	463464	85608	0	2	0	0	50	13	15667740	9.903555e-02	1
THTPA	1250373	553	35	560880	128904	0	3	0	0	50	28	18011628	9.910434e-02	1
OR11H6	371813	563	-29	796056	180072	0	3	0	0	50	17	14033808	9.958832e-02	1
KIN	199265	447	4	1050420	161868	0	3	0	0	50	19	14150904	9.981832e-02	1
FILIP1L	267848	573	10	2921004	472812	0	5	1	0	50	15	13558536	9.989276e-02	1
B4GALT5	1040657	132	55	995316	184500	0	2	0	0	50	16	15093576	9.990622e-02	1
DNAJB8	829484	317	50	574656	113160	0	3	1	0	29	6	6791076	1.002973e-01	1
TMEM184C	71637	343	9	1121760	209592	0	3	1	0	50	11	15674136	1.003898e-01	1
CLDN9	1443513	234	49	494460	149076	0	2	0	0	50	16	13945248	1.006487e-01	1
LIMK2	667559	221	43	1968492	379332	0	4	0	0	50	8	15451752	1.012317e-01	1
OR4S2	1295	1091	-20	770472	150552	0	3	0	0	18	6	3238836	1.013060e-01	1
CMA1	898202	411	17	613032	138744	0	2	0	0	50	17	12572076	1.015358e-01	1
HPCAL4	974845	388	36	505284	73308	0	2	0	0	50	18	11807508	1.019183e-01	1
PDZD9	643750	326	44	528900	86100	0	2	0	0	50	19	14330976	1.023882e-01	1
LRP12	36110	1085	15	2156928	405408	0	6	0	0	40	10	12676872	1.025565e-01	1
ACTBL2	160055	456	3	915120	199752	0	5	0	0	50	19	12560268	1.028893e-01	1
HELB	237928	773	5	2783736	479208	0	8	1	0	50	23	16244856	1.030749e-01	1
XIRP1	163147	452	44	4397496	1049928	0	10	2	0	34	5	10622280	1.031274e-01	1
IL21	126588	388	2	430008	70848	0	3	0	0	50	28	14565660	1.031380e-01	1
MMACHC	809450	176	25	682896	164328	0	4	0	0	50	18	15399108	1.032677e-01	1
APOBEC1	237142	672	14	613032	104304	0	3	0	0	50	24	15004032	1.034948e-01	1
