gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SYT15	165245	269	20	1111788	330012	0	4	1	0	50	12	19432616	1.503530e-02	1
BTG2	574553	420	26	399788	116056	0	2	0	0	50	11	21346828	1.508139e-02	1
TCEAL8	455954	NaN	17	307584	74760	0	3	0	0	50	19	22928180	1.517521e-02	1
OR8B8	171093	824	-10	772520	226060	0	3	0	0	50	12	21424792	1.540468e-02	1
P2RX2	819418	332	35	1291924	342116	0	5	0	0	50	13	23571828	1.551065e-02	1
G6PC	1629499	190	23	909224	257032	0	3	0	0	50	16	23722772	1.578371e-02	1
CHRNA1	414231	577	21	1246356	341760	0	3	1	0	50	14	22389196	1.582974e-02	1
MOSPD3	1884430	247	60	577432	200072	0	3	0	0	50	7	22978020	1.609177e-02	1
PM20D2	376032	446	27	1102532	325384	0	3	0	0	50	8	24472864	1.626092e-02	1
GLB1	520588	372	29	1762912	473480	0	6	0	0	50	14	22749824	1.657161e-02	1
DNAJC10	332624	421	7	2120692	512996	0	6	2	0	50	8	17749448	1.678655e-02	1
TGM5	825765	415	44	1863304	500180	0	7	1	0	50	15	24827084	1.715143e-02	1
NF2	734742	149	38	1622292	400500	0	6	0	0	13	4	4970472	1.748371e-02	1
KRTAP19-2	14979	1035	-68	134568	33108	0	2	0	0	50	25	14168444	1.750834e-02	1
PLD3	1006719	289	35	1248492	371664	0	3	0	0	50	13	21939212	1.782585e-02	1
PAIP2	835535	177	41	351728	71200	0	2	0	0	50	14	18654044	1.792944e-02	1
CCDC126	389945	361	23	356712	99324	0	3	0	0	50	16	20744120	1.800510e-02	1
OR6B2	315906	569	21	759348	241368	0	2	0	0	50	6	24388136	1.804617e-02	1
CDK3	1639614	194	22	782844	227484	0	4	1	0	50	16	24769768	1.821608e-02	1
IQCK	289773	639	13	762196	194732	0	4	0	0	50	10	27480708	1.870240e-02	1
IPP	972928	146	29	1597016	420436	0	4	0	0	50	10	22708884	1.880624e-02	1
SLC22A6	2447828	398	48	1399792	445712	0	5	1	0	50	8	16474612	1.894496e-02	1
MEGF10	245811	814	6	2995028	763264	0	8	1	0	50	11	19436176	1.918294e-02	1
USMG5	545643	147	45	160556	41296	0	1	0	0	50	6	18601000	1.920984e-02	1
UBE2A	663615	NaN	48	408688	102884	0	2	0	0	50	11	18555788	1.927250e-02	1
CLEC12A	305376	565	19	707372	166252	0	3	0	0	50	9	26162796	1.931837e-02	1
ADAMTS12	373086	875	7	4108240	1102532	0	10	3	0	50	11	21849500	1.993650e-02	1
C5orf47	NaN	NaN	NaN	452476	131720	0	2	0	0	50	26	39777304	2.007663e-02	1
MIOX	1075525	207	42	758992	195800	0	3	0	0	50	13	21418028	2.022723e-02	1
SNX10	918425	418	29	547884	124956	0	3	0	0	50	10	23097992	2.023023e-02	1
BTG1	114728	510	7	433252	122108	0	2	0	0	50	13	21341132	2.035061e-02	1
TMEM229A	NaN	NaN	NaN	910292	310432	0	4	0	0	50	26	39956016	2.037571e-02	1
RPLP0	1608347	225	59	808476	242436	0	3	0	0	50	9	16943820	2.051856e-02	1
CDK13	221361	636	14	3770396	1132792	0	6	0	0	45	9	27116876	2.058712e-02	1
B2M	673122	428	36	315416	84016	0	3	0	0	50	19	20038528	2.062041e-02	1
COPS2	317456	528	8	1221080	277324	0	3	0	0	50	7	21579652	2.064762e-02	1
CCBE1	257439	491	24	1048064	300820	0	3	0	0	50	8	20269216	2.066190e-02	1
CACYBP	176818	828	4	608048	147028	0	3	0	0	50	23	19765832	2.070834e-02	1
CRYGS	676664	501	35	469208	114988	0	2	0	0	50	15	25137516	2.083683e-02	1
SLC47A2	547418	219	-8	1532224	468140	0	4	0	0	50	12	22806784	2.094477e-02	1
PGLYRP3	836876	556	24	877896	247776	0	3	0	0	50	19	29406668	2.161766e-02	1
TM2D2	421614	428	42	625848	180492	0	2	0	0	50	8	22426932	2.180947e-02	1
LAD1	857879	209	26	1300112	398008	0	5	2	0	50	15	16783264	2.184975e-02	1
CD1D	120333	711	8	852620	245284	0	3	0	0	50	17	26999396	2.200567e-02	1
OTOL1	236814	792	-13	1192956	349236	0	5	0	0	50	13	18764404	2.209622e-02	1
NUP37	232146	467	9	862588	221432	0	2	0	0	50	12	21351812	2.232192e-02	1
COX6B2	1028808	209	19	243148	54824	0	2	0	0	50	22	18195872	2.236551e-02	1
CUL3	255624	463	20	2021368	506588	0	4	2	0	34	4	15495256	2.260243e-02	1
AKR1B1	328321	415	9	840160	216092	0	2	0	0	50	12	23011484	2.265577e-02	1
LACRT	615189	494	31	363120	103596	0	2	0	0	50	22	25232212	2.271581e-02	1
SLC45A3	747509	281	33	1310436	477396	0	2	0	0	50	7	24383508	2.276732e-02	1
ANKRD7	72287	922	-13	674620	168032	0	3	0	0	50	22	25381732	2.290383e-02	1
ABCD4	652027	358	47	1580284	441440	0	5	0	0	50	10	20215460	2.296076e-02	1
HMOX1	364892	241	2	727664	217516	0	3	0	0	50	15	22984428	2.301017e-02	1
PHF5A	1480984	187	73	300108	70488	0	3	0	0	50	11	16540828	2.324778e-02	1
PGF	875817	222	53	446068	127448	0	2	0	0	50	10	18192668	2.326812e-02	1
LAMA4	131437	282	-7	4881116	1300468	0	8	1	0	46	6	19996520	2.331266e-02	1
SLC2A14	149291	305	14	1316844	395160	0	4	0	0	50	8	17015020	2.352273e-02	1
CRYGA	321897	440	5	453544	119972	0	3	0	0	50	9	16889352	2.354384e-02	1
HNRNPUL2	2425755	248	51	1926672	525456	0	5	1	0	50	11	20007556	2.398872e-02	1
TTC32	479338	390	9	398720	96832	0	2	0	0	50	22	26460056	2.411592e-02	1
KIAA1715	237188	967	11	1120332	305448	0	2	0	0	50	8	19923540	2.412395e-02	1
RIMS4	942798	168	40	682096	204344	0	6	0	0	50	22	23693224	2.425446e-02	1
KLF3	294258	364	39	883948	245996	0	4	0	0	50	14	17280240	2.445882e-02	1
CFHR2	217857	853	-24	707016	180492	0	3	0	0	50	16	19868716	2.487420e-02	1
HPGD	62916	536	-11	708440	172660	0	2	0	0	50	21	25237552	2.498729e-02	1
KLK6	581408	606	29	632968	173372	0	3	1	0	41	13	15214372	2.505424e-02	1
PSMA6	452722	188	40	648632	168388	0	3	1	0	50	16	17921040	2.592062e-02	1
SLK	508085	271	37	3258824	780352	0	6	0	0	50	9	20409124	2.603477e-02	1
CD200R1	245141	639	11	952300	243860	0	3	0	0	50	15	23745200	2.609572e-02	1
NHLRC2	266343	515	18	1857964	514064	0	4	0	0	50	8	20148176	2.629724e-02	1
IDH1	260367	539	17	1090428	273408	0	2	0	0	50	4	22991904	2.635642e-02	1
DCAF11	992350	355	19	1426492	385904	0	4	0	0	50	12	21277764	2.643373e-02	1
SMS	92980	NaN	23	975796	244928	0	2	0	0	50	8	17944892	2.652180e-02	1
BRCC3	NaN	NaN	NaN	851196	213600	0	3	1	0	28	8	13246048	2.663344e-02	1
SECISBP2	163101	627	15	2214320	595588	0	4	0	0	34	6	14102584	2.682529e-02	1
COL11A1	37620	742	-20	4793896	1445360	0	9	1	0	50	17	22461820	2.693199e-02	1
BTNL3	893236	602	29	1196872	329300	0	5	0	0	50	19	23793260	2.695569e-02	1
OR51D1	212267	935	-3	784624	260948	0	2	0	0	50	7	21342556	2.704809e-02	1
RPL22	627248	240	31	347812	80456	0	2	0	0	50	18	18409472	2.725214e-02	1
RIMKLB	302894	262	17	978644	282664	0	4	0	0	50	11	20962704	2.727885e-02	1
SAMHD1	817783	225	47	1655756	421504	0	4	0	0	50	15	25624524	2.742819e-02	1
CD28	320806	477	19	565684	155216	0	2	0	0	50	13	23209776	2.759301e-02	1
RBM12B	221692	552	-4	2519412	695268	0	6	0	0	50	8	19445076	2.759866e-02	1
CTSA	725555	209	59	1303672	361340	0	5	0	0	50	7	19367824	2.767714e-02	1
ARRDC3	51436	334	5	1070848	288716	0	2	0	0	50	9	19461096	2.768598e-02	1
PPIL4	434611	150	40	1330728	302244	0	5	1	0	50	13	18535140	2.777528e-02	1
FAM194A	359484	397	30	1743688	443576	0	4	0	0	50	7	23959156	2.784546e-02	1
OR2L8	27938	1015	-28	771808	231044	0	5	0	0	50	37	24860904	2.786846e-02	1
TREML4	249047	607	38	517624	147740	0	2	0	0	50	9	16839512	2.795632e-02	1
LCN1	327501	539	37	467072	126736	0	3	0	0	50	25	18874052	2.807211e-02	1
LRWD1	642828	230	65	1635464	502672	0	5	0	0	50	6	15606684	2.825894e-02	1
TXNDC12	665927	315	21	466004	113920	0	2	0	0	50	19	26353256	2.830275e-02	1
MED13	369807	275	3	5557516	1537208	0	11	3	0	50	19	24805368	2.866224e-02	1
MMP11	637355	196	52	1222148	376648	0	2	0	0	50	6	20521620	2.867351e-02	1
MOB2	859301	426	39	718052	187612	0	3	1	0	31	10	10744436	2.872291e-02	1
SERPINB13	190401	339	20	1025992	259880	0	3	0	0	50	10	19965548	2.872412e-02	1
UBA5	210898	768	21	1069068	275544	0	4	0	0	50	18	22555804	2.874128e-02	1
RPL11	960799	225	28	476684	122464	0	3	0	0	50	14	20574664	2.887234e-02	1
SLC5A11	280701	277	18	1720904	511216	0	6	1	0	50	10	20127528	2.905503e-02	1
LIMS1	363356	408	30	878964	203988	0	2	0	0	50	7	23936372	2.935731e-02	1
YLPM1	878419	232	43	5410132	1554296	0	6	2	0	50	12	24386356	2.938155e-02	1
AKR1B15	403585	319	21	916700	231400	0	4	0	0	50	16	23084464	2.944762e-02	1
RAB9A	135235	NaN	48	514776	136704	0	2	0	0	50	12	19943832	2.947113e-02	1
TMCO3	768219	318	50	1716276	507300	0	5	0	0	50	8	17813172	2.965375e-02	1
CYP46A1	375738	250	21	1287296	377716	0	5	0	0	50	8	21494924	2.987520e-02	1
ZBTB41	222912	614	-19	2379148	577076	0	5	0	0	50	13	23088380	3.011769e-02	1
RQCD1	939398	179	48	764688	225348	0	3	0	0	50	17	20609552	3.014193e-02	1
FAM168A	521861	311	48	606624	179424	0	2	0	0	50	11	21501688	3.024033e-02	1
UBOX5	872596	192	54	1342476	411180	0	4	0	0	50	9	19353228	3.041671e-02	1
KRT85	936407	213	42	1286584	375224	0	4	0	0	50	15	23702836	3.085752e-02	1
OR10G4	107524	830	-5	755788	241724	0	3	1	0	50	17	19655828	3.086073e-02	1
GPR111	176427	691	7	1627632	466716	0	4	0	0	50	9	25306616	3.095828e-02	1
NDUFAF2	205876	502	11	453544	106088	0	2	0	0	50	21	24898640	3.096616e-02	1
RPL5	582788	274	4	791388	197580	0	2	0	0	50	20	24206576	3.109507e-02	1
C12orf73	NaN	NaN	NaN	186544	52688	0	1	0	0	50	26	39698272	3.114181e-02	1
C1orf198	446793	592	12	821648	244216	0	3	0	0	50	15	21733444	3.129988e-02	1
GALNT5	78933	837	8	2406204	649344	0	6	0	0	18	2	9330404	3.156715e-02	1
TOB2	1480984	187	73	849060	260592	0	3	0	0	50	11	16540828	3.174905e-02	1
NUDT12	201826	521	0	1192244	316840	0	3	1	0	50	9	19543332	3.197565e-02	1
WASL	86898	536	-13	1286228	377716	0	6	1	0	50	22	26523780	3.207386e-02	1
ILKAP	388991	248	29	1029908	276256	0	4	0	0	50	17	27556180	3.239036e-02	1
GABPB1	314083	161	5	1047708	302244	0	2	0	0	50	11	20718844	3.246003e-02	1
GRIN2B	153586	825	-10	3770752	1038452	0	9	1	0	50	12	23026792	3.252801e-02	1
TFDP2	488711	410	27	1263088	336776	0	3	0	0	50	10	22568976	3.254851e-02	1
OR2H2	403531	798	18	757212	249912	0	2	0	0	50	6	17308008	3.256407e-02	1
SCARB2	515813	403	39	1252764	328944	0	3	0	0	50	14	27607800	3.260751e-02	1
COX17	288657	595	42	172304	43432	0	1	0	0	50	11	18639092	3.266979e-02	1
PNLIP	128161	704	-16	1223216	321112	0	4	0	0	50	23	28863412	3.268247e-02	1
OR4K1	420010	827	-51	783200	220720	0	4	0	0	50	14	16673972	3.277316e-02	1
ALB	315782	613	8	1613748	402636	0	5	0	0	50	15	22650500	3.304282e-02	1
ARHGAP26	156598	456	38	2159140	548240	0	5	0	0	50	10	23703192	3.312378e-02	1
G3BP1	584468	406	46	1212180	335352	0	3	1	0	50	13	24436196	3.333457e-02	1
ZDHHC16	556333	188	42	973660	280172	0	5	0	0	50	12	18863728	3.335003e-02	1
FAM19A2	136152	930	-44	349592	89356	0	2	0	0	50	19	16949160	3.352259e-02	1
SLCO4C1	36388	870	-5	1851200	522964	0	4	0	0	50	11	21494924	3.353690e-02	1
LPAR4	16059	NaN	22	921684	271272	0	2	0	0	50	6	20357504	3.360990e-02	1
NAT9	983414	484	17	551444	140620	0	2	0	0	50	12	19530160	3.372561e-02	1
CKAP2L	595832	214	47	1907804	518692	0	3	1	0	50	6	21182712	3.375117e-02	1
NPAS4	1963418	182	55	1985412	617304	0	5	2	0	50	9	20984776	3.393303e-02	1
LARP4	855863	125	41	1886444	502672	0	4	1	0	49	13	24445452	3.406100e-02	1
RPS4Y1	0	0	0	682452	193308	0	2	0	0	50	10	21173456	3.444702e-02	1
GNG3	2425755	248	51	198648	52332	0	1	0	0	50	11	20007556	3.456077e-02	1
SDHB	678965	221	52	738344	191884	0	3	0	0	50	6	20959500	3.482618e-02	1
ZNF528	548808	989	-53	1633328	399076	0	4	1	0	50	13	19247852	3.589426e-02	1
TMEM184C	71637	343	9	1141336	303668	0	5	0	0	50	15	22849860	3.602636e-02	1
OR8G1	154391	921	-14	858672	250980	0	4	0	0	50	16	19362484	3.640720e-02	1
COL6A2	742075	538	10	2870784	860808	0	7	1	0	50	13	21237180	3.657167e-02	1
HPS5	601817	252	37	2930236	784268	0	6	0	0	50	6	23220812	3.676792e-02	1
RPH3AL	231893	591	2	807408	239232	0	4	0	0	50	15	18925672	3.712012e-02	1
MCF2	68546	NaN	-2	2770036	646496	0	5	0	0	50	6	19647640	3.712618e-02	1
OR4C3	278638	642	-40	806340	248844	0	4	0	0	50	21	21856620	3.729997e-02	1
PISD	538801	268	47	950520	279816	0	4	0	0	50	13	20234684	3.761834e-02	1
SLC22A8	2447828	398	48	1368820	417944	0	3	1	0	50	8	16474612	3.768532e-02	1
KDELR3	1466610	215	23	599860	166964	0	2	0	0	50	9	15935984	3.780597e-02	1
MYO16	108921	641	-19	4772536	1328948	0	9	0	0	50	12	27018976	3.828847e-02	1
MT3	653985	187	28	190460	39160	0	1	0	0	50	10	16409108	3.846957e-02	1
RSPRY1	717872	149	48	1510864	395516	0	4	0	0	50	10	17873692	3.851208e-02	1
DDX50	897697	246	45	1902820	521540	0	4	0	0	50	11	24115440	3.861126e-02	1
CDKN3	332892	474	6	567108	145248	0	2	0	0	50	13	19065224	3.872323e-02	1
SFTA3	58829	624	-18	246352	70844	0	1	0	0	50	9	19478184	3.907401e-02	1
ACTG1	3582152	268	26	949096	276968	0	4	0	0	50	11	17967320	3.914392e-02	1
SOX5	29515	973	-7	1986124	534356	0	5	1	0	50	15	19539060	3.916360e-02	1
NDUFS3	989876	214	28	683876	197224	0	2	0	0	50	12	23251428	3.936806e-02	1
DDX18	194969	760	-7	1746892	460664	0	4	0	0	50	16	23717076	3.944275e-02	1
OPRD1	765350	208	27	904952	298684	0	4	0	0	50	13	21238248	3.955552e-02	1
DHX35	262965	581	31	1839808	507656	0	5	1	0	50	17	21096204	3.969265e-02	1
TMPRSS11D	210733	767	22	1083308	299752	0	3	0	0	50	15	22569688	3.989386e-02	1
EPB41L3	57432	1036	-5	2789260	790676	0	7	1	0	50	10	17534068	4.016076e-02	1
IRAK1	2355024	NaN	25	1779288	562836	0	5	0	0	50	17	30585384	4.020041e-02	1
MCOLN1	609287	308	36	1481316	435744	0	3	0	0	50	9	23561504	4.022621e-02	1
C1orf227	326908	445	13	264152	63724	0	1	0	0	50	8	18388112	4.071570e-02	1
CD300E	876565	484	14	521540	155572	0	3	0	0	50	13	17749092	4.072050e-02	1
CDH19	6200	1015	-45	1996804	522608	0	4	1	0	50	16	20535860	4.075870e-02	1
SLC16A1	601487	276	16	1250984	371308	0	3	0	0	50	9	18664368	4.096319e-02	1
KLF8	111210	NaN	1	914208	260592	0	4	1	0	50	12	16395936	4.103340e-02	1
JAKMIP2	102729	642	-4	2150596	529016	0	3	0	0	50	4	21155656	4.125225e-02	1
CD27	2702142	198	50	673552	184052	0	2	0	0	50	16	26876220	4.128278e-02	1
C11orf42	466636	728	4	808120	274832	0	5	0	0	50	21	22924620	4.131353e-02	1
MSR1	53956	947	-48	1221080	314704	0	5	0	0	50	23	17031752	4.139436e-02	1
S100A16	1454773	186	26	276612	65148	0	2	0	0	50	8	19376724	4.145743e-02	1
MOAP1	325787	222	35	874336	253472	0	2	0	0	50	14	17896832	4.166507e-02	1
CD34	320873	450	22	980068	304736	0	2	0	0	50	11	29080216	4.191659e-02	1
ZNF320	557083	1008	-39	1322540	324316	0	5	0	0	50	19	22084104	4.193660e-02	1
MAP1LC3B2	292439	337	1	320400	86508	0	1	0	0	50	9	24328328	4.196171e-02	1
ATP5L2	NaN	NaN	NaN	244216	79388	0	1	0	0	50	26	39724972	4.211182e-02	1
IL19	466144	357	34	569244	146316	0	2	0	0	50	12	17546884	4.221689e-02	1
RASGEF1B	9755	972	9	1269852	304380	0	4	0	0	50	18	30399552	4.267353e-02	1
AASS	57655	988	-13	2417952	650412	0	4	0	0	50	16	24423736	4.267452e-02	1
ADRB2	298390	408	22	1027772	298684	0	2	0	0	50	6	21127176	4.314516e-02	1
MS4A3	336373	691	4	553936	160556	0	2	0	0	50	17	21435828	4.321883e-02	1
TXN	207910	302	8	292276	66572	0	2	0	0	50	9	20275980	4.328646e-02	1
RAB24	942017	227	53	551088	136704	0	2	1	0	34	6	11842696	4.329087e-02	1
SLC15A2	516880	677	28	1910296	518336	0	6	0	0	18	1	5724836	4.331504e-02	1
CORO1A	NaN	NaN	NaN	1168392	353508	0	4	0	0	50	26	39999092	4.343106e-02	1
TMEM155	326547	440	18	335352	97188	0	1	0	0	50	10	25522708	4.358055e-02	1
SLC33A1	284462	473	4	1376296	407264	0	4	0	0	50	13	20390612	4.386389e-02	1
POTEE	462125	NaN	11	2798872	710576	0	7	0	0	50	17	26072372	4.396563e-02	1
ZNF714	164756	1079	-42	1441800	349236	0	5	0	0	50	17	20128596	4.402342e-02	1
SERPINF2	1447501	189	32	1256680	368816	0	3	0	0	50	11	21579652	4.436911e-02	1
ZNF790	352375	976	-36	1671776	386260	0	6	0	0	36	15	16114340	4.459648e-02	1
TMEM145	792230	218	42	1267004	377716	0	3	0	0	50	15	24510600	4.466948e-02	1
TMEM169	603452	419	35	746532	212532	0	2	0	0	50	22	22205500	4.494670e-02	1
DEFB123	605825	450	-76	182984	43432	0	1	0	0	50	27	28209084	4.497531e-02	1
PI3	842540	324	25	300464	87220	0	2	0	0	50	11	22812836	4.510727e-02	1
CASP14	990597	524	16	630832	171236	0	2	0	0	50	12	19426208	4.538829e-02	1
SMARCB1	637355	196	52	1003920	267000	0	2	0	0	50	6	20521620	4.543440e-02	1
OCM	2208864	358	32	298328	69064	0	1	0	0	50	9	20921052	4.552539e-02	1
KPRP	64902	818	18	1422576	440016	0	3	0	0	50	12	20674344	4.554729e-02	1
NKAIN3	138003	904	-16	520116	135636	0	3	0	0	50	21	23225796	4.603974e-02	1
CLDN4	1099366	208	37	503028	169812	0	2	1	0	50	12	16326160	4.637996e-02	1
GTPBP4	338115	407	30	1680320	424708	0	3	0	0	50	8	22055980	4.648603e-02	1
OPRM1	44509	878	0	1838740	508724	0	4	1	0	50	13	21841668	4.649245e-02	1
ARMC4	125789	454	-4	2694208	735140	0	7	1	0	50	17	22808208	4.686482e-02	1
HHEX	359162	317	17	680672	202564	0	2	0	0	50	14	24663324	4.725600e-02	1
SLC23A1	832127	177	48	1522256	471700	0	4	1	0	50	10	20769396	4.735198e-02	1
MAP3K4	80018	860	-2	4162352	1103956	0	9	2	0	50	13	23205860	4.788744e-02	1
TUBB	2115149	171	41	1125316	313280	0	3	1	0	50	15	23126828	4.803570e-02	1
RNASE12	637784	493	22	382700	95764	0	2	0	0	50	21	16434740	4.804637e-02	1
DPEP3	863919	158	54	1274836	414740	0	3	0	0	50	12	22845944	4.806780e-02	1
PRDM14	268840	727	10	1464584	398008	0	3	1	0	50	9	20633760	4.863621e-02	1
ZNF623	2198262	229	33	1371668	351016	0	4	0	0	50	11	21610980	4.908548e-02	1
DUOXA1	667418	544	27	1305096	380208	0	4	0	0	50	16	27585372	4.909505e-02	1
TMOD4	1562281	184	33	915632	233536	0	2	0	0	50	8	20964128	4.912932e-02	1
BIN2	499804	194	37	1462092	404772	0	4	1	0	50	16	18569672	4.931453e-02	1
PANK1	212241	345	18	1516560	460308	0	3	0	0	50	7	19409832	4.931588e-02	1
ACVR1B	493265	371	27	1398724	394448	0	4	0	0	50	10	16569308	4.954342e-02	1
POLR3H	1467336	183	66	540052	142400	0	2	0	0	50	17	20734864	4.967718e-02	1
SAMD14	1237828	210	23	1120688	351016	0	3	1	0	50	13	22092292	4.975616e-02	1
FAM124A	175682	518	37	1440376	444644	0	4	1	0	50	10	18633040	4.977655e-02	1
CPB1	276750	681	-16	1087580	296548	0	2	0	0	50	17	23784716	4.979315e-02	1
