gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ZBBX	69051	928	-23	3372562	800288	0	38	1	0	2	9	2349160	2.049358e-02	1
HOXC11	1257445	274	23	1184134	365300	0	9	2	0	42	72	29791058	2.059244e-02	1
FMO1	427825	968	-4	2162576	587290	0	27	4	0	5	17	3346710	2.079427e-02	1
HPX	424837	471	17	1885510	520412	0	14	2	0	12	12	5889760	2.083443e-02	1
CHGB	310620	346	13	2780214	676086	0	23	4	0	21	47	14011222	2.126830e-02	1
CSNK1A1L	156140	631	31	1354982	354622	0	12	1	0	31	97	23228584	2.137875e-02	1
GABRA4	104768	839	15	2232264	628878	0	41	7	0	9	41	5373844	2.155099e-02	1
PARVG	201266	327	30	1384768	375416	0	11	1	0	25	48	16505940	2.182272e-02	1
UBA6	154681	604	33	4427998	1117256	0	29	4	0	47	101	31071294	2.184963e-02	1
GRAP2	842645	411	34	1357230	364176	0	12	0	0	28	62	23163954	2.226800e-02	1
CAMK2B	1467518	412	65	2756610	777246	0	20	4	0	50	81	25707566	2.237278e-02	1
MS4A4A	469977	882	8	981814	275942	0	17	2	0	21	130	17148868	2.253859e-02	1
OR2B6	225015	562	24	1202680	382160	0	11	2	0	50	125	34042026	2.259597e-02	1
LCE2A	169158	818	24	428244	119706	0	9	1	0	22	79	13679080	2.273400e-02	1
HERC4	337983	246	12	4368988	1144232	0	19	1	0	12	13	8247912	2.274179e-02	1
LTBP1	213347	605	2	7142458	1882700	0	67	12	0	22	75	14129804	2.279972e-02	1
SPRR2E	687290	704	30	296736	79242	0	6	0	0	50	117	33829028	2.296295e-02	1
PRDM14	268840	727	10	2312068	628316	0	25	3	0	10	19	6229770	2.312763e-02	1
ZNF676	58109	1305	-63	2426716	565934	0	48	8	0	9	68	5971812	2.332188e-02	1
UBC	1090586	206	33	2681302	798602	0	15	4	0	40	56	22866656	2.346736e-02	1
ATF7IP	339265	882	12	5038330	1484804	0	19	1	0	6	10	4443172	2.380507e-02	1
SAMSN1	157937	898	56	1562360	379912	0	16	1	0	20	44	10360470	2.394140e-02	1
CACNA2D1	58044	982	4	4649988	1129620	0	55	8	0	6	27	4454974	2.419227e-02	1
SPRR1B	687290	704	30	364176	97788	0	5	0	0	50	117	33829028	2.423167e-02	1
ZNF334	416360	642	19	2812248	659226	0	19	1	0	12	21	7498204	2.463842e-02	1
ZWINT	65824	1191	-19	1155472	307976	0	16	1	0	20	80	10652710	2.481624e-02	1
DZIP1L	175494	464	8	3126406	871100	0	18	0	0	17	21	9215114	2.489421e-02	1
GUCY1A3	43073	764	1	2811124	759824	0	19	1	0	7	18	6969924	2.500272e-02	1
STAG2	338292	NaN	7	5354736	1286418	0	29	2	0	7	6	4911318	2.507335e-02	1
KIR2DL1	NaN	NaN	NaN	1416240	399582	0	13	1	0	50	247	62986150	2.536817e-02	1
ZNF658	17308	1040	-46	4338078	1050378	0	23	2	0	1	2	2628474	2.601430e-02	1
TMEM145	792230	218	42	2000158	596282	0	18	3	0	37	73	27420542	2.632426e-02	1
MYL10	653305	246	45	949218	246156	0	8	2	0	8	24	8794738	2.656955e-02	1
RBP2	232582	754	21	573802	132632	0	6	1	0	5	4	3020188	2.674540e-02	1
TBX15	87793	927	-4	1992290	562000	0	30	5	0	12	47	7609480	2.735321e-02	1
HAPLN1	220863	552	-9	1426356	396210	0	18	4	0	5	12	3424266	2.737594e-02	1
CRIPT	603816	252	35	449038	97226	0	4	0	0	50	72	34759138	2.750195e-02	1
SLAMF8	802263	403	6	1128496	345068	0	12	3	0	27	48	13136188	2.758412e-02	1
ELF3	751933	168	31	1533698	401830	0	8	1	0	50	80	31855846	2.759435e-02	1
RIMS4	942798	168	40	1076792	322588	0	11	2	0	37	79	27182816	2.801576e-02	1
TSLP	205349	738	6	656978	172534	0	10	1	0	50	199	33424950	2.812238e-02	1
HCST	1060028	321	47	372044	123640	0	5	0	0	50	108	30464334	2.814080e-02	1
POSTN	135260	641	-38	3484400	897514	0	41	4	0	4	29	4433618	2.839691e-02	1
COL5A2	237205	422	1	5993168	1951264	0	71	11	0	6	19	3846328	2.853924e-02	1
DDX26B	236195	NaN	25	3504632	963268	0	21	3	0	42	110	31513026	2.859475e-02	1
KRTAP19-6	22916	1048	-79	232668	69126	0	7	0	0	50	340	25665416	2.872474e-02	1
ZSWIM2	278175	629	-5	2612738	651358	0	36	6	0	5	11	2217652	2.892297e-02	1
SYT9	97813	941	-3	1982174	546826	0	21	4	0	22	90	18666268	2.892879e-02	1
ADAM10	506165	386	31	3119100	770502	0	11	0	0	4	2	4210504	2.906760e-02	1
BACH2	294466	601	13	3330974	954838	0	27	3	0	3	4	2540240	2.910002e-02	1
ZNF800	313691	807	-5	2687484	711492	0	21	2	0	10	41	8595790	2.943624e-02	1
PDCL3	235908	579	9	998674	248966	0	10	0	0	5	7	3403472	2.950822e-02	1
AMELX	NaN	NaN	NaN	848058	234354	0	10	1	0	50	247	62820922	2.961636e-02	1
HCLS1	289905	613	25	2014208	533338	0	18	1	0	18	57	15556722	2.970424e-02	1
ANKRD44	744603	444	27	3806988	1014972	0	22	3	0	50	101	33869492	2.972308e-02	1
OR10A5	427462	681	8	1234714	373730	0	16	3	0	50	168	28775524	2.982909e-02	1
CHM	57906	NaN	-6	2743684	697442	0	23	1	0	7	18	5887512	2.989930e-02	1
MRPS6	785767	574	70	507486	143310	0	7	1	0	43	106	27935334	3.009557e-02	1
MAF1	2720766	211	27	1081850	265264	0	8	0	0	50	86	41622282	3.017449e-02	1
OR5K3	416592	885	-4	1275740	351250	0	22	1	0	7	34	5409250	3.114517e-02	1
ZNF774	1110178	139	33	1978802	489502	0	8	1	0	40	57	26841120	3.141085e-02	1
DEFB116	562665	594	-29	424872	101160	0	6	0	0	50	122	27085028	3.144784e-02	1
CDK15	391799	588	32	1603386	431616	0	13	3	0	11	23	7232940	3.151124e-02	1
NKX2-5	483508	458	33	1397132	474328	0	11	2	0	39	79	25454104	3.164351e-02	1
APC	247811	399	28	11331606	3154506	0	38	5	0	4	8	5108018	3.164623e-02	1
EYA2	306082	522	36	2212594	614828	0	19	2	0	38	75	21443110	3.164881e-02	1
TRO	244459	NaN	-8	5787476	1779292	0	36	5	0	18	39	13143494	3.181062e-02	1
SUN1	642960	310	29	3430448	971698	0	18	2	0	6	11	5667208	3.198852e-02	1
ZSCAN1	1187584	694	-42	1596642	492312	0	25	5	0	6	25	4261084	3.205486e-02	1
FCGR3B	645754	503	22	954276	256272	0	11	1	0	50	139	29939426	3.225321e-02	1
SLC17A3	313920	673	30	2025448	586166	0	22	1	0	21	63	13929732	3.228708e-02	1
F2RL2	NaN	NaN	NaN	1473564	429930	0	14	2	0	45	225	57457756	3.262248e-02	1
ZNF107	200262	1062	-11	3211268	767692	0	26	5	0	3	26	6012276	3.276284e-02	1
C5AR1	1132395	232	41	1333626	450162	0	6	2	0	50	68	26805714	3.287753e-02	1
HTATSF1	374989	NaN	23	3146638	737906	0	19	3	0	28	64	21413886	3.302460e-02	1
RHOXF1	NaN	NaN	NaN	742964	209626	0	7	1	0	50	247	62796194	3.321115e-02	1
HIST1H3E	390169	544	57	522660	173658	0	9	2	0	18	25	5111390	3.324610e-02	1
TET1	824682	168	41	8470464	2405922	0	32	5	0	37	37	21979258	3.369223e-02	1
NR1I3	731911	229	39	1616874	445104	0	13	1	0	11	21	10242450	3.384766e-02	1
BTN3A2	378286	330	51	1363974	384408	0	10	1	0	50	89	33361444	3.385775e-02	1
TRIM8	878626	180	27	2193486	632250	0	11	0	0	26	20	13174966	3.434645e-02	1
GPR174	14321	NaN	62	1320138	372606	0	19	4	0	14	39	6864268	3.446680e-02	1
CRABP2	1851672	180	37	573240	150054	0	5	0	0	50	87	37059404	3.475607e-02	1
FRMD6	238905	442	22	2546422	645176	0	18	2	0	8	21	7272842	3.513501e-02	1
SULT1E1	9735	1009	4	1258318	281000	0	13	1	0	15	75	14740698	3.532707e-02	1
SLC30A10	623319	641	-12	1886634	591786	0	18	2	0	27	87	20943492	3.538787e-02	1
LGALS13	1148741	322	25	581670	150054	0	5	1	0	17	20	9317398	3.578215e-02	1
PHLDA3	842013	209	26	488940	165228	0	4	0	0	50	70	27099078	3.633269e-02	1
UQCRB	217849	671	12	482196	104532	0	4	0	0	50	164	39289420	3.651932e-02	1
KLB	648710	177	43	4140816	1175142	0	19	1	0	9	16	9301100	3.658677e-02	1
MMP19	1909014	256	38	2039498	588976	0	12	3	0	30	28	16756030	3.702838e-02	1
MS4A12	333232	899	13	1083536	312472	0	10	1	0	14	26	8957156	3.747995e-02	1
ATP5L	963668	192	48	417004	122516	0	4	0	0	50	86	32934886	3.763778e-02	1
SAGE1	246199	NaN	26	3713134	989120	0	40	8	0	13	36	5967316	3.808473e-02	1
SEMA3A	61350	601	-27	3208458	804222	0	35	4	0	12	44	7726938	3.833718e-02	1
ACVRL1	493265	371	27	2014770	595158	0	14	3	0	50	80	26157166	3.850989e-02	1
DDX50	897697	246	45	3003890	823330	0	15	2	0	30	59	25019678	3.859390e-02	1
RUFY2	740263	294	23	2871258	687888	0	15	1	0	50	83	38100790	3.876290e-02	1
TMPRSS11F	211571	812	-6	1809078	475452	0	19	3	0	12	43	7920828	3.922236e-02	1
SCN2B	707709	293	56	871662	241098	0	5	1	0	50	45	25330464	3.936144e-02	1
ATP6V1E2	587710	213	36	903134	250090	0	6	0	0	50	114	32590380	3.956398e-02	1
GBA3	103435	746	22	1913048	494560	0	30	6	0	3	17	2657698	3.964030e-02	1
SERPINB3	174293	370	-5	1620808	404078	0	25	3	0	9	58	6933394	3.988779e-02	1
OR10G8	158396	830	-10	1189754	388342	0	31	8	0	5	55	3871056	4.039872e-02	1
MAGEB4	74310	NaN	16	1354982	400144	0	24	3	0	20	79	10103074	4.043285e-02	1
KRTAP21-2	30244	1055	-70	331018	90482	0	10	0	0	50	282	22781794	4.052648e-02	1
WNT8B	1153157	264	50	1401066	413070	0	10	1	0	50	101	32676928	4.093347e-02	1
VGLL3	55913	332	-18	1306650	367548	0	24	5	0	9	42	5332256	4.100965e-02	1
MARCO	152902	553	-2	2138972	604150	0	26	3	0	27	95	18227908	4.113724e-02	1
GRB2	1869080	157	24	907068	222552	0	7	0	0	50	80	37043106	4.115836e-02	1
ART5	537999	403	23	1152662	351250	0	8	1	0	50	91	35432414	4.129978e-02	1
TAAR9	178165	618	22	1370718	394524	0	14	1	0	17	45	12085248	4.198134e-02	1
POMZP3	846738	301	66	780056	212998	0	6	1	0	19	28	12444366	4.233628e-02	1
TNNI2	916434	481	33	802536	195576	0	8	0	0	50	106	33614906	4.254502e-02	1
ZNF331	605686	808	-54	1913048	454096	0	13	1	0	10	15	5844238	4.265256e-02	1
ADCY10	534611	238	13	6725454	1638792	0	27	5	0	21	34	17817086	4.303226e-02	1
LTB	2517285	220	35	959896	302918	0	7	0	0	50	55	34453972	4.311459e-02	1
DMRTB1	552240	385	25	1316766	441732	0	12	1	0	50	86	30789170	4.344812e-02	1
KRT79	1781225	288	27	2131666	636746	0	15	3	0	47	72	27140666	4.371501e-02	1
LCE3E	285984	752	17	369796	107342	0	9	1	0	12	53	7078952	4.392029e-02	1
