gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GALNTL5	309129	476	12	1435720	364760	0	30	7	0	4	15	1716440	3.218189e-02	1
CD164	347811	446	41	675840	199320	0	5	1	0	5	19	5048120	3.248964e-02	1
ADH1A	250334	786	3	1197680	336160	0	37	5	0	6	60	4019400	3.452481e-02	1
C15orf53	98316	561	20	553080	167640	0	18	0	0	13	91	8864680	3.697011e-02	1
MPZL1	546300	319	16	853600	242000	0	10	0	0	9	26	5066160	3.767317e-02	1
CRCT1	325831	700	20	304480	96800	0	7	0	0	4	11	2970000	4.122767e-02	1
COL4A6	171617	NaN	31	5232920	1718200	0	93	16	0	4	34	4451920	4.162689e-02	1
POLQ	292766	680	7	8213040	2200440	0	57	5	0	0	5	2200440	4.224125e-02	1
EDN1	198728	410	27	693440	171160	0	15	1	0	26	135	13850320	4.282560e-02	1
KIAA1210	556208	NaN	8	5335000	1505240	0	98	19	0	1	34	3457960	4.658795e-02	1
RNF219	58504	954	4	2318360	589600	0	18	4	0	1	28	6372080	5.311907e-02	1
KLRK1	378365	334	0	739640	156640	0	12	3	0	24	189	12148840	5.435881e-02	1
SPATA19	270077	622	-14	554840	144760	0	16	1	0	36	168	15392080	5.456975e-02	1
CYLC2	13384	1215	-31	1144880	260920	0	56	8	0	4	39	1815000	5.470688e-02	1
MT4	598942	187	24	222640	42680	0	5	0	0	43	254	24222440	5.479544e-02	1
STARD6	99256	451	41	719840	180400	0	21	4	0	11	113	7171120	5.485045e-02	1
GLYAT	285823	620	9	965360	239800	0	28	8	0	3	22	1344200	5.725037e-02	1
NPPB	519155	207	43	411840	135960	0	13	2	0	23	137	10040360	6.011858e-02	1
TYROBP	1060028	321	47	361680	113520	0	10	1	0	50	335	23851080	6.117687e-02	1
TNNC2	742720	180	48	549120	117480	0	9	1	0	50	213	19039240	6.147897e-02	1
KRTAP12-1	819099	391	35	296560	90200	0	10	1	0	17	141	12167760	6.244720e-02	1
NAP1L2	196410	NaN	-3	1452000	373560	0	42	7	0	5	32	2498760	6.501245e-02	1
MEIG1	256253	571	35	297880	65120	0	5	0	0	50	306	23207800	6.562222e-02	1
SPOCK1	216344	646	26	1435280	357280	0	21	2	0	13	55	5907440	6.595712e-02	1
C7orf50	769674	346	35	604560	187440	0	8	1	0	11	47	4711520	6.621150e-02	1
FAM58A	940418	NaN	24	777480	228360	0	11	1	0	3	36	2504040	6.654047e-02	1
GUF1	62787	1009	2	2148520	589160	0	15	0	0	2	2	1910920	6.660530e-02	1
EXD2	821714	373	39	1565960	439120	0	26	6	0	11	57	5599440	6.826296e-02	1
CLEC17A	1022856	198	29	963600	245520	0	22	3	0	37	226	17014360	6.889208e-02	1
COQ9	749108	159	39	1020360	290400	0	11	1	0	17	56	7815720	7.171004e-02	1
GZMA	222027	430	1	834240	233640	0	23	5	0	5	69	4712400	7.310303e-02	1
SERGEF	645462	595	17	1466080	409640	0	16	3	0	6	43	5087280	7.768607e-02	1
MAN1A2	358073	526	6	2053040	552640	0	19	4	0	22	80	11057640	7.877311e-02	1
C7orf65	237253	211	21	484000	131120	0	8	1	0	5	26	2940960	7.912132e-02	1
MAP2K1	506284	172	43	1272040	343640	0	30	4	0	3	12	1146200	8.116287e-02	1
KCNIP4	35439	1264	3	972840	232320	0	25	2	0	4	39	2326280	8.436014e-02	1
KLHL23	342296	393	35	1773640	455840	0	13	0	0	5	4	2291520	8.458430e-02	1
WRB	383982	346	44	568040	148720	0	12	2	0	20	125	11348480	8.760281e-02	1
IRF2	207866	400	55	1137840	290400	0	13	3	0	28	135	15929320	8.767092e-02	1
BATF	691659	175	49	399960	109560	0	12	1	0	50	186	17585040	8.798014e-02	1
LECT2	489402	443	19	484880	132880	0	7	0	0	14	71	6927360	9.186375e-02	1
PDIK1L	783481	212	23	1073600	291280	0	9	0	0	5	2	2702920	9.311315e-02	1
KIAA0513	517155	273	32	1345520	344080	0	22	7	0	17	113	7968400	9.580904e-02	1
CRIPT	603816	252	35	351560	76120	0	6	0	0	50	297	27213560	9.598545e-02	1
DICER1	215900	674	16	6124800	1627560	0	53	11	0	2	12	2176240	9.692052e-02	1
C8orf4	10573	360	3	334840	91520	0	11	3	0	5	48	2684440	9.787712e-02	1
LCN8	1898901	190	39	499840	137720	0	10	2	0	19	111	9478920	9.889154e-02	1
RGPD3	NaN	NaN	NaN	5602080	1482360	0	97	15	0	1	17	1973400	9.905556e-02	1
SLC1A3	376343	436	11	1713360	504240	0	27	9	0	6	69	6495280	1.010584e-01	1
LRRN3	65006	840	2	2183720	623920	0	27	2	0	2	4	1945680	1.018667e-01	1
PAIP2	835535	177	41	434720	88000	0	4	0	0	50	247	23055560	1.031532e-01	1
RQCD1	939398	179	48	945120	278520	0	16	2	0	28	189	15685120	1.038696e-01	1
PLA2G4A	265620	592	-18	2456960	602800	0	28	6	0	13	47	6041640	1.040969e-01	1
IFNG	268405	717	-2	550880	126280	0	12	1	0	9	120	7025480	1.067369e-01	1
C16orf90	805495	246	39	560120	175120	0	11	2	0	25	100	10623800	1.070359e-01	1
DYNLRB2	149480	465	-30	321200	81400	0	15	1	0	17	285	12344640	1.090256e-01	1
CISH	583785	302	50	862400	275440	0	11	1	0	12	31	5095640	1.093014e-01	1
IGFL1	1150094	196	22	367400	90640	0	8	0	0	50	269	24743840	1.094902e-01	1
DDX4	331341	486	34	2414280	621720	0	29	4	0	4	14	2460920	1.103808e-01	1
PSTPIP2	386983	300	54	1150160	253000	0	17	2	0	8	30	3779600	1.125709e-01	1
CD300E	876565	484	14	644600	192280	0	17	2	0	10	62	3816120	1.142297e-01	1
RNF32	299200	635	-10	1167760	311960	0	12	2	0	7	29	3958680	1.163449e-01	1
ANAPC16	764632	140	40	349800	105600	0	6	1	0	50	259	26040520	1.165469e-01	1
IGFL3	1177162	249	28	409200	108240	0	9	2	0	8	41	3978480	1.172087e-01	1
NKAIN3	138003	904	-16	642840	167640	0	21	2	0	6	70	2754840	1.194057e-01	1
TIMP4	348401	238	23	720280	191840	0	8	3	0	6	45	4419800	1.196362e-01	1
EPGN	172790	402	18	436920	112200	0	6	0	0	41	205	17533560	1.208828e-01	1
TMPRSS11D	210733	767	22	1338920	370480	0	20	4	0	15	63	7667880	1.237052e-01	1
CCL11	40425	871	-32	311080	87560	0	8	0	0	6	27	1833920	1.253952e-01	1
TRPC1	414031	437	20	2436280	631400	0	19	5	0	22	147	19258360	1.286500e-01	1
C1QTNF9	270913	589	44	1026520	311960	0	25	6	0	23	157	10882080	1.299026e-01	1
REEP1	696855	425	37	836440	150920	0	11	2	0	38	260	20320080	1.306126e-01	1
TPTE2	288628	778	-16	1748120	428560	0	52	8	0	3	20	1185360	1.362909e-01	1
SFT2D1	199596	556	18	532840	140360	0	7	1	0	21	108	9600360	1.390950e-01	1
ZFX	615356	NaN	50	2651880	654720	0	26	7	0	13	105	7738720	1.396933e-01	1
SETD2	593886	365	46	8070040	2195600	0	39	3	0	0	3	2195600	1.404402e-01	1
TMEM14B	263716	468	14	374880	106920	0	5	0	0	23	112	10787480	1.423276e-01	1
PDE7B	283639	392	6	1493360	355960	0	31	5	0	4	12	1245640	1.425773e-01	1
COX7B2	86349	938	11	260920	69080	0	5	2	0	5	57	2654080	1.439018e-01	1
RALY	873171	398	61	964480	293480	0	7	3	0	16	47	7624320	1.455636e-01	1
EREG	174005	402	7	550440	143880	0	11	3	0	3	7	969320	1.464854e-01	1
PMCH	229712	552	12	535040	138160	0	9	0	0	1	0	554400	1.469201e-01	1
ATP6V1H	263637	437	9	1598960	386320	0	14	2	0	7	29	4176480	1.473669e-01	1
EYA4	97438	409	-8	2193840	579480	0	59	13	0	6	62	3059760	1.479470e-01	1
BAAT	112947	898	-22	1287880	387200	0	31	9	0	5	46	2676960	1.489650e-01	1
SFTA3	58829	624	-18	304480	87560	0	9	1	0	5	54	3365120	1.518524e-01	1
KCNQ5	648013	975	15	2968680	875160	0	77	17	0	3	33	2128280	1.522191e-01	1
FBXO45	1149194	156	30	875160	271920	0	9	2	0	50	264	23714240	1.541478e-01	1
SSR3	545591	679	10	600160	160160	0	7	0	0	10	56	7446120	1.565203e-01	1
ZNF557	748801	470	21	1386880	351560	0	20	3	0	9	61	5265920	1.568466e-01	1
SGSH	674340	219	22	1567720	466400	0	18	4	0	12	61	6050880	1.596597e-01	1
CAB39L	373856	343	50	1107480	273240	0	9	3	0	21	102	9577040	1.613885e-01	1
GCLM	558028	275	9	882640	238040	0	9	0	0	15	83	10365080	1.617064e-01	1
ZNF219	937278	320	20	2127400	756800	0	10	1	0	1	1	2304720	1.622028e-01	1
COX7B	549293	NaN	19	265760	68200	0	5	0	0	50	409	29426320	1.630172e-01	1
HRAS	1970020	236	42	679800	190080	0	9	1	0	9	29	3886520	1.631524e-01	1
LEFTY1	924499	239	8	1110560	361240	0	14	2	0	8	34	4164600	1.639159e-01	1
SLC41A2	759566	294	30	1815880	504680	0	19	4	0	6	25	3829320	1.640440e-01	1
FBXW12	1401411	263	32	1548360	397320	0	22	3	0	28	209	17474600	1.685102e-01	1
UBXN2B	197666	638	26	1059080	292600	0	12	0	0	11	29	4873880	1.704254e-01	1
SCGB1C1	1003496	437	11	310200	85800	0	12	2	0	14	66	3566640	1.709752e-01	1
C13orf35	572556	389	44	374000	114400	0	6	0	0	20	126	11689920	1.711162e-01	1
ANKRD17	265492	747	19	8056840	2429240	0	45	6	0	1	6	3719320	1.724802e-01	1
YWHAQ	700762	154	40	793760	206800	0	8	3	0	24	112	10278400	1.739172e-01	1
STAT4	529053	318	19	2474560	611600	0	46	10	0	5	55	4004880	1.760121e-01	1
CCDC90B	308108	414	18	844360	207680	0	9	2	0	24	179	14866280	1.768107e-01	1
GLDN	317532	443	10	1733600	499840	0	29	8	0	9	42	4392960	1.798179e-01	1
SAA1	601955	371	17	397760	105160	0	8	1	0	32	180	14602720	1.815102e-01	1
TNPO1	469585	388	30	2950200	736560	0	15	2	0	2	16	3688520	1.819948e-01	1
DAO	494991	393	49	1115400	315480	0	27	5	0	4	53	4296600	1.823141e-01	1
GZMK	221322	558	1	835120	238040	0	19	4	0	10	100	5037560	1.828882e-01	1
ATP9B	91487	731	13	3691160	1010680	0	40	8	0	4	26	2793120	1.830242e-01	1
MND1	202295	238	27	702240	153120	0	9	1	0	15	62	6865320	1.845246e-01	1
PRELID1	942017	227	53	697840	194480	0	7	1	0	16	52	6424440	1.847547e-01	1
OIP5	897414	237	24	715440	219120	0	12	0	0	5	9	1778920	1.870382e-01	1
STARD4	181104	636	26	675400	166760	0	19	2	0	26	160	13681800	1.874853e-01	1
LDHC	599909	176	42	1064360	291280	0	12	2	0	8	44	6677880	1.890970e-01	1
SYNGR2	527017	217	27	704000	205480	0	8	2	0	9	63	6769840	1.900664e-01	1
CBX3	915230	445	43	613800	141240	0	6	0	0	4	5	2165680	1.923604e-01	1
RABL3	307936	475	10	774400	203720	0	11	3	0	24	136	12331440	1.941637e-01	1
HDAC3	771583	353	25	1421200	354200	0	15	2	0	10	82	7491880	1.948208e-01	1
HSD11B1	219540	222	15	942040	252560	0	20	3	0	33	147	11923560	1.949869e-01	1
CDC37L1	228353	608	21	1114080	256080	0	13	1	0	9	36	3541120	1.950417e-01	1
OLAH	255576	571	28	1034000	266200	0	21	5	0	2	15	1741520	1.975490e-01	1
UPK2	1457410	180	55	559240	197120	0	8	3	0	19	107	8301040	1.979723e-01	1
BTK	374364	NaN	37	2172720	535920	0	26	4	0	5	11	2001120	2.010035e-01	1
ZDHHC4	946573	387	40	1095600	304920	0	13	2	0	4	11	2224200	2.011795e-01	1
LHX4	463883	254	13	1238160	336600	0	18	3	0	3	42	4759040	2.017250e-01	1
NR1I3	731911	229	39	1265880	348480	0	10	1	0	4	15	4807440	2.034875e-01	1
ZCCHC16	65327	NaN	3	959200	272360	0	24	8	0	5	91	4785000	2.035342e-01	1
ABCG2	432576	209	-7	2103640	573320	0	26	7	0	8	48	5203440	2.057545e-01	1
SPRR2B	687290	704	30	241560	62040	0	9	2	0	6	28	1961960	2.058382e-01	1
NDUFAF2	205876	502	11	560560	131120	0	8	1	0	26	220	17299480	2.062036e-01	1
OLR1	397577	398	18	914320	197120	0	10	1	0	10	45	4942080	2.076290e-01	1
PSORS1C2	3364017	401	19	412280	135520	0	6	0	0	5	11	4315520	2.080819e-01	1
TNFRSF8	517022	191	35	1877920	558800	0	33	7	0	7	55	4684240	2.082600e-01	1
AFF4	686574	200	66	3721080	993960	0	32	5	0	5	9	2047760	2.085939e-01	1
NELL2	79685	930	-19	2945360	721600	0	53	9	0	4	30	2837560	2.094534e-01	1
RPL7	259225	340	19	813560	205480	0	4	0	0	5	10	3032920	2.119069e-01	1
CDH12	127633	1075	-20	2501840	699160	0	65	12	0	1	34	2217160	2.144714e-01	1
SPP1	445914	367	8	1030480	248600	0	10	3	0	23	91	11027280	2.170815e-01	1
LENEP	1612870	224	35	190960	62480	0	3	0	0	50	271	22850960	2.176585e-01	1
DSC3	204823	521	-25	2881560	793320	0	103	19	0	0	19	793320	2.190161e-01	1
GSS	968413	236	40	1497320	447040	0	19	4	0	32	215	19547880	2.193293e-01	1
GPR20	219865	239	41	1046760	380160	0	19	8	0	14	89	6890840	2.197100e-01	1
EPS15	568927	251	11	3035560	772640	0	20	2	0	4	12	2843720	2.198572e-01	1
IL5RA	59117	1039	-15	1395240	356400	0	22	4	0	3	21	1875720	2.216585e-01	1
BEND2	66906	NaN	11	2584560	686400	0	36	6	0	7	28	3201880	2.220195e-01	1
APBB2	227095	394	39	2425720	663080	0	29	7	0	19	105	10974920	2.221389e-01	1
SLC25A42	1293709	215	30	985160	315040	0	14	3	0	23	144	11926200	2.227706e-01	1
AMPD3	777397	378	27	2507120	672760	0	44	11	0	8	64	5572160	2.254131e-01	1
CRNKL1	230275	685	10	2741640	696960	0	34	9	0	22	158	12670240	2.266649e-01	1
TREML4	249047	607	38	639760	182600	0	15	2	0	36	224	15797760	2.280356e-01	1
HLA-DMA	1276842	431	40	827200	234080	0	13	1	0	2	9	1201640	2.291941e-01	1
POC5	265325	605	19	1853720	502480	0	9	0	0	1	0	1792560	2.292351e-01	1
DNAJC21	241905	675	21	1920600	427680	0	22	4	0	6	18	3096720	2.313229e-01	1
CLRN1	353086	635	10	785400	213840	0	13	3	0	14	145	9175760	2.316488e-01	1
CYB5R4	87867	870	-12	1724800	421520	0	20	5	0	8	122	7993040	2.317550e-01	1
COL21A1	263671	483	-11	3061960	884840	0	146	22	0	4	32	1488520	2.318299e-01	1
PPBP	230379	408	2	407000	117040	0	9	3	0	4	24	2363680	2.321843e-01	1
LRRIQ3	58597	1188	-18	2022240	487080	0	64	10	0	1	11	728200	2.348226e-01	1
TMPRSS11F	211571	812	-6	1416360	372240	0	33	6	0	4	49	2653640	2.364492e-01	1
BRDT	311662	242	9	3099360	749760	0	38	10	0	21	97	10821800	2.381049e-01	1
UBA7	1306720	191	39	3171520	964040	0	28	4	0	2	7	1986600	2.384255e-01	1
COMMD10	312789	981	8	664400	173800	0	4	0	0	9	36	4625280	2.384898e-01	1
OCIAD2	256817	372	61	528440	119680	0	11	2	0	8	70	4061200	2.386218e-01	1
NOTCH2NL	NaN	NaN	NaN	763400	196240	0	15	1	0	1	3	687280	2.393897e-01	1
STEAP4	155853	454	-6	1419880	422840	0	32	5	0	6	44	2870560	2.422889e-01	1
WNK3	352631	NaN	25	5679960	1568160	0	57	9	0	1	15	2594240	2.423020e-01	1
C8orf47	630526	229	39	1162040	333520	0	20	2	0	30	177	16914040	2.433549e-01	1
KLRC2	378365	334	0	759000	188760	0	15	3	0	24	189	12148840	2.433706e-01	1
POLR2J	642828	230	65	385880	99880	0	4	0	0	48	199	18445240	2.448927e-01	1
ZNF664	903375	539	36	849640	187880	0	9	2	0	13	58	5816360	2.453549e-01	1
IKBKE	504324	300	4	2292840	652080	0	27	11	0	9	74	5969040	2.465718e-01	1
YTHDF3	137401	619	7	1841400	498960	0	16	0	0	1	1	1082400	2.481473e-01	1
SPRR2G	822908	602	28	235400	62920	0	10	1	0	10	77	4017200	2.501498e-01	1
ARFIP1	218185	385	33	1204280	319000	0	10	1	0	9	28	4815800	2.538582e-01	1
ART3	507519	322	41	1292720	309760	0	17	1	0	6	19	2671240	2.539700e-01	1
PAGE2B	214019	NaN	18	372240	93720	0	6	2	0	4	14	1207800	2.539793e-01	1
C1orf112	212980	614	8	2770680	729960	0	12	2	0	4	4	3031600	2.556684e-01	1
PGLYRP1	997099	261	31	608960	184360	0	6	2	0	14	71	7341840	2.564748e-01	1
ZNF793	257166	914	-56	1308120	324720	0	22	4	0	5	28	2358400	2.588424e-01	1
FAM3B	224593	506	24	774840	196680	0	10	3	0	11	50	5062200	2.590543e-01	1
COX7A2L	251919	375	16	362120	106480	0	5	2	0	21	108	9286200	2.599922e-01	1
EEF1A1	716887	139	38	1455520	414920	0	12	1	0	2	12	3044800	2.612287e-01	1
IGLL5	223193	631	29	654280	207680	0	14	3	0	15	83	5140080	2.628848e-01	1
PPP1CB	483830	229	30	1069200	271920	0	11	2	0	10	23	3877720	2.638664e-01	1
MGLL	587659	313	51	984280	296120	0	15	4	0	6	24	2844600	2.655926e-01	1
LAYN	418517	326	21	1197240	319440	0	15	1	0	1	1	899800	2.659434e-01	1
GML	447193	438	36	511280	134200	0	17	4	0	3	57	2011240	2.680335e-01	1
RHBDD1	221611	573	11	1017280	265760	0	10	1	0	6	11	2307800	2.689410e-01	1
THOC7	153669	826	-6	691680	157080	0	10	0	0	2	9	1109680	2.690289e-01	1
SH2D1A	216982	NaN	-14	413160	113520	0	10	1	0	29	189	10271360	2.691956e-01	1
COL5A2	237205	422	1	4692160	1527680	0	122	14	0	1	19	1761320	2.695186e-01	1
RECK	866055	155	44	3149080	808280	0	25	7	0	3	27	3587320	2.723718e-01	1
CRK	1380844	220	18	947320	271040	0	9	2	0	11	39	6143280	2.753205e-01	1
COPS3	910162	218	11	1391720	348040	0	9	0	0	3	7	1711160	2.754398e-01	1
RNASE10	464497	395	17	677160	180840	0	13	3	0	38	256	18007440	2.765116e-01	1
DNAJC5B	270769	377	45	647680	165440	0	24	7	0	2	13	636680	2.765266e-01	1
KHDRBS1	1216050	133	33	1373680	426800	0	17	1	0	2	6	1403600	2.774680e-01	1
RETSAT	975949	211	18	1900360	572000	0	20	4	0	9	20	3278000	2.790983e-01	1
REV3L	343769	434	41	9906600	2655840	0	50	6	0	5	11	4454120	2.791433e-01	1
C19orf18	1252385	750	-19	710160	174240	0	14	2	0	7	41	3358960	2.794141e-01	1
ACSM3	211686	580	23	2058760	552200	0	24	4	0	2	7	1374560	2.796638e-01	1
CCDC126	389945	361	23	440880	122760	0	4	2	0	4	23	2425280	2.803612e-01	1
C15orf57	892776	192	48	628760	164560	0	8	1	0	50	347	30024280	2.805481e-01	1
C2orf80	321897	440	5	645480	165000	0	13	2	0	41	216	18542920	2.808908e-01	1
PPP2R5E	237658	445	20	1541320	380600	0	14	1	0	4	9	2026200	2.812197e-01	1
SNRPF	426671	400	5	290400	69960	0	3	0	0	8	38	4706680	2.817062e-01	1
NTF4	2070141	200	35	615120	225720	0	7	2	0	12	46	5155040	2.819638e-01	1
LY6D	427585	373	34	399080	124960	0	7	2	0	50	221	21719720	2.825167e-01	1
HBG2	109545	1056	-1	467280	134640	0	31	7	0	7	78	1872640	2.827415e-01	1
ARL9	662749	594	27	395560	108680	0	7	3	0	3	18	1484560	2.858516e-01	1
C1orf227	326908	445	13	326480	78760	0	4	1	0	50	292	22726880	2.892943e-01	1
VGLL4	186722	488	35	1025200	293480	0	9	3	0	3	14	2236520	2.896920e-01	1
SH3PXD2B	495571	267	42	2857360	817520	0	35	6	0	19	54	7526200	2.899132e-01	1
GTSF1	642618	190	38	580360	127160	0	9	1	0	16	115	8264520	2.910669e-01	1
BTG1	114728	510	7	535480	150920	0	6	1	0	10	47	6171880	2.914919e-01	1
DCUN1D3	252367	503	32	952160	260920	0	16	2	0	11	67	5901280	2.959563e-01	1
EFCAB7	133143	401	7	2057440	504680	0	18	3	0	4	12	2076800	2.960253e-01	1
NME7	270055	491	12	1237280	316360	0	11	2	0	9	38	4579080	2.966585e-01	1
REEP6	2352825	221	38	580800	172920	0	7	1	0	8	58	5426960	2.968436e-01	1
INSL4	372067	616	20	429880	132440	0	10	3	0	14	84	5695800	2.982777e-01	1
KIAA0101	766091	263	33	396880	95480	0	5	1	0	10	60	5891160	2.997066e-01	1
CYP20A1	417679	298	23	1504800	392040	0	15	4	0	14	86	8392120	3.005121e-01	1
MOG	484408	755	34	969760	272360	0	17	4	0	23	115	7344920	3.014972e-01	1
LCN10	1898901	190	39	637120	187880	0	10	0	0	10	56	4895880	3.015226e-01	1
MPPED2	29166	1075	-21	1009360	277640	0	19	4	0	8	71	4003120	3.020768e-01	1
TOMM70A	377740	361	20	1958880	510840	0	10	0	0	3	1	2082080	3.028936e-01	1
GZMM	1647685	255	-8	780120	265320	0	10	1	0	14	79	6308280	3.031358e-01	1
COL4A3	253951	211	10	5309040	1675080	0	116	18	0	10	57	5570840	3.031509e-01	1
GCSH	287527	327	13	552640	160160	0	4	1	0	32	172	14941960	3.032301e-01	1
G6PC2	173915	724	7	1133880	299640	0	19	2	0	3	10	1201640	3.050325e-01	1
KRTAP3-1	977588	404	10	305360	89320	0	4	1	0	50	318	17645320	3.060908e-01	1
ZNF280D	229613	626	9	3307480	808280	0	22	1	0	5	6	2458720	3.063844e-01	1
DAPL1	270644	361	14	350680	95480	0	3	1	0	48	331	25205840	3.066642e-01	1
REEP5	248831	340	44	615560	157960	0	8	0	0	23	101	11179520	3.085276e-01	1
COX7C	84088	829	-14	209440	57200	0	3	0	0	7	65	3094080	3.087125e-01	1
WBP1	1069803	343	45	828080	256960	0	7	0	0	5	9	2453000	3.094022e-01	1
RSL1D1	558203	294	37	1562880	426360	0	10	0	0	3	6	3173280	3.102878e-01	1
RPL5	582788	274	4	978120	244200	0	16	1	0	2	15	1125960	3.104341e-01	1
SPATA8	93099	986	-46	335280	95040	0	24	4	0	3	56	1507000	3.131637e-01	1
C4orf22	46363	1141	-4	754600	201080	0	24	4	0	3	28	1367520	3.135346e-01	1
LDHA	599909	176	42	1269840	326040	0	9	0	0	8	44	6677880	3.146484e-01	1
RPL10	2277674	NaN	40	696520	186560	0	9	1	0	50	267	25424080	3.148167e-01	1
DRP2	417357	NaN	26	3083520	826320	0	22	6	0	6	11	3468520	3.154939e-01	1
CDON	611194	249	10	3965280	1144440	0	37	8	0	12	59	8523680	3.162441e-01	1
CT62	276800	462	10	430320	122760	0	6	1	0	32	164	16623640	3.167283e-01	1
RPS6	498767	339	12	795960	225720	0	7	2	0	2	10	2183720	3.190904e-01	1
METTL7A	569122	220	40	760320	215160	0	9	2	0	26	121	11173360	3.194758e-01	1
USP16	316514	178	57	2710400	642400	0	23	0	0	2	3	1385560	3.198504e-01	1
MUC4	920866	365	49	3736040	1046320	0	99	25	0	4	51	2586760	3.203574e-01	1
NCR2	338294	510	40	858440	264880	0	21	4	0	50	353	21928720	3.208758e-01	1
ERP44	246986	681	19	1347280	322520	0	7	1	0	3	4	2297240	3.211911e-01	1
FAM192A	731638	149	48	829840	211640	0	5	2	0	22	63	7404760	3.233216e-01	1
CTDSPL2	697417	534	37	1510960	401720	0	11	1	0	4	18	3561360	3.251932e-01	1
DCAF16	271201	1073	21	660000	199320	0	11	2	0	2	9	1355640	3.259004e-01	1
ZBTB34	367308	322	48	1557160	432080	0	18	8	0	7	44	4425520	3.266677e-01	1
ATP5F1	397613	348	23	820600	228800	0	10	1	0	43	171	21453080	3.289811e-01	1
ACTL6B	1884430	247	60	1381160	378400	0	27	8	0	6	63	4058120	3.294262e-01	1
FAM166A	1724821	399	43	1021680	271920	0	10	2	0	16	49	6404640	3.296117e-01	1
ZDHHC2	223323	568	3	1222320	298320	0	20	5	0	17	172	10343960	3.300565e-01	1
TRIM27	161027	558	30	1629320	443080	0	14	6	0	10	79	5998520	3.302438e-01	1
SERPINB5	200746	166	24	1207360	313280	0	17	4	0	11	63	6101480	3.303504e-01	1
CLDN4	1099366	208	37	621720	209880	0	14	5	0	8	50	2947120	3.304637e-01	1
