gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RPL10L	10737	1057	-48	472188	93740	0	12	0	0	12	48	3437424	1.936198e-02	1
OR10J1	347588	699	-5	689316	153908	0	16	2	0	45	107	8522928	1.982409e-02	1
ZNF658	17308	1040	-46	2431136	355776	0	20	0	0	1	0	977076	1.999177e-02	1
OR10K2	135429	902	5	667080	149984	0	15	2	0	10	23	1788036	2.062675e-02	1
MRGPRX2	483720	695	-1	707192	162192	0	16	1	0	50	145	13675140	2.092374e-02	1
DDX43	723493	232	21	1481964	271628	0	16	0	0	8	9	2251068	2.208265e-02	1
THSD1	384523	370	28	1860412	384988	0	30	5	0	50	126	12500992	2.473916e-02	1
ATP6V1C2	744427	428	42	980564	184428	0	15	2	0	50	138	15144024	2.483325e-02	1
C7orf50	769674	346	35	428152	95048	0	13	1	0	50	92	11675208	2.492858e-02	1
FBXW7	117295	501	51	1904448	345312	0	43	2	0	50	150	14284668	2.559712e-02	1
PYHIN1	97254	914	6	1134472	208408	0	16	1	0	31	56	7278148	2.597789e-02	1
ERBB4	20702	1173	-5	2986164	534100	0	67	8	0	11	54	2776884	2.610338e-02	1
LRRC18	NaN	NaN	NaN	578136	112488	0	9	0	0	50	272	24614380	2.655790e-02	1
OR4C16	1141	1100	-37	681904	129928	0	21	2	0	8	31	1338084	2.851327e-02	1
MUC16	551668	537	-61	30017728	8226448	0	283	97	0	5	106	8879576	2.898377e-02	1
OR5K2	390532	796	2	690624	137776	0	9	0	0	8	10	2413260	2.956062e-02	1
PROKR2	504598	489	14	835376	174400	0	16	2	0	50	139	13740540	2.989550e-02	1
OR5R1	NaN	NaN	NaN	703268	145188	0	11	2	0	41	230	20256560	3.011118e-02	1
TUSC3	50254	1013	-41	807908	155652	0	28	4	0	11	50	2336960	3.103058e-02	1
OR56B1	139577	922	2	694984	155216	0	8	0	0	8	10	1967668	3.111478e-02	1
C1QTNF1	592461	285	15	631328	116848	0	13	0	0	41	56	9281568	3.143604e-02	1
FSHR	59778	1096	-9	1560880	291248	0	25	3	0	8	29	2052252	3.274321e-02	1
LCE2B	169158	818	24	244160	49704	0	8	0	0	50	150	12181840	3.346651e-02	1
PCCA	139575	733	33	1668572	318716	0	18	0	0	3	0	962688	3.408250e-02	1
LCE2A	169158	818	24	237184	46216	0	7	0	0	50	150	12181840	3.420080e-02	1
IFI16	97615	866	7	1657672	286888	0	22	1	0	4	17	1912732	3.427558e-02	1
ELF3	751933	168	31	848456	152600	0	15	0	0	45	89	11545716	3.667438e-02	1
KIRREL	120128	589	13	1648516	383244	0	22	3	0	4	14	2537520	3.729582e-02	1
GPATCH4	2049505	180	37	890312	135160	0	10	1	0	50	101	12217156	3.784682e-02	1
KRTAP9-3	996799	468	-7	361880	58424	0	6	0	0	50	135	10494956	3.890113e-02	1
IMMP2L	67842	871	-7	399812	78044	0	8	0	0	50	229	17426484	4.025204e-02	1
LCE1B	64902	818	18	259420	51884	0	6	0	0	50	174	12827992	4.229446e-02	1
GSDMC	258154	428	13	1178944	197944	0	19	1	0	11	20	2277664	4.298356e-02	1
LIN7A	27634	987	-4	518404	109436	0	15	3	0	6	15	1035936	4.387788e-02	1
PLXNA4	314659	746	9	4441532	895980	0	60	18	0	11	68	5338820	4.426360e-02	1
ACCSL	389604	680	1	1302332	235004	0	21	4	0	41	78	8927972	4.434535e-02	1
RHO	779764	210	59	769104	159576	0	12	1	0	50	118	12000464	4.468796e-02	1
CLEC9A	351158	445	9	575520	78480	0	8	0	0	50	156	12536744	4.823632e-02	1
GNPNAT1	307859	213	26	427716	73684	0	6	0	0	21	41	6093100	4.873694e-02	1
HIST1H2AD	NaN	NaN	NaN	274680	69760	0	8	1	0	41	229	20181132	4.894581e-02	1
ACSM2A	181483	823	6	1293176	264216	0	17	5	0	20	51	4414500	4.900950e-02	1
OR4Q3	275024	858	-57	684084	135596	0	13	1	0	20	69	4432812	4.948678e-02	1
HBD	109545	1056	-1	326128	68016	0	5	0	0	50	118	10860324	5.050221e-02	1
OR2A2	221024	812	-11	682340	150420	0	11	1	0	28	59	6501196	5.072643e-02	1
LCE2C	169158	818	24	245468	48396	0	7	2	0	6	7	709808	5.083479e-02	1
RIMKLB	302894	262	17	856740	173092	0	14	0	0	12	24	3287004	5.084076e-02	1
THYN1	270350	623	21	531048	84584	0	10	0	0	50	97	10884304	5.137986e-02	1
OR52K1	190769	879	-1	667516	160012	0	13	3	0	7	12	1165428	5.180421e-02	1
ABCB1	287293	822	0	2872368	572904	0	41	6	0	35	92	8488484	5.347558e-02	1
RFPL4B	96263	432	0	583804	106820	0	8	1	0	50	150	13364272	5.409936e-02	1
ACTG2	1036341	284	45	846712	169168	0	12	0	0	33	100	12024444	5.517842e-02	1
TIMP3	259538	398	-69	482216	86328	0	13	0	0	46	231	17068964	5.518849e-02	1
TCEAL6	132641	NaN	4	420304	64528	0	11	1	0	20	38	3481460	5.650061e-02	1
ECM1	1532790	163	43	1204668	241980	0	18	2	0	12	20	3604848	5.686694e-02	1
ENKUR	159854	276	8	595140	94612	0	11	1	0	50	87	11513888	5.840876e-02	1
AGR3	360434	376	-15	399376	61912	0	6	0	0	50	110	12188816	5.909440e-02	1
COLEC12	587478	572	14	1664648	310432	0	23	5	0	50	132	12937864	5.923750e-02	1
DCLK1	82515	1033	-14	1632384	336592	0	52	11	0	3	26	1183304	5.928034e-02	1
TPTE2	288628	778	-16	1235624	202304	0	17	1	0	17	32	3319268	5.935712e-02	1
LRFN3	984653	303	21	1262220	390220	0	27	3	0	11	22	3853804	5.953276e-02	1
DCT	123751	906	0	1251320	226720	0	19	0	0	24	30	5642712	5.973887e-02	1
PAFAH1B1	612041	184	14	936964	169604	0	17	2	0	14	19	3079468	6.013887e-02	1
HLA-B	2552688	347	28	799188	176580	0	24	0	0	13	116	7983160	6.029534e-02	1
FGF13	14292	NaN	-5	751664	128184	0	16	1	0	50	170	11397040	6.178257e-02	1
SNRPD2	950605	194	45	271192	48832	0	9	0	0	50	113	11958172	6.195587e-02	1
SPRR4	426723	748	28	183992	28776	0	5	0	0	50	127	12461752	6.210197e-02	1
SPRR3	426723	748	28	366240	81968	0	6	1	0	46	121	11383960	6.265775e-02	1
MUSK	254657	422	9	1956332	398068	0	21	6	0	23	45	6722684	6.353984e-02	1
LHCGR	75021	934	-16	1554340	313484	0	22	0	0	3	8	1378632	6.431652e-02	1
HIST1H2AJ	267617	634	32	266396	72812	0	4	0	0	27	30	4371772	6.472286e-02	1
MS4A13	337606	859	15	349236	68452	0	8	1	0	50	147	11080940	6.532575e-02	1
RAB42	816470	183	25	229336	47960	0	5	0	0	50	105	12834532	6.568295e-02	1
TAC4	1152179	238	30	261164	51012	0	6	0	0	50	93	12848920	6.584315e-02	1
NUDT11	118616	NaN	31	361880	74120	0	10	0	0	50	120	13401768	6.631813e-02	1
SPRR1B	687290	704	30	201868	37060	0	4	1	0	18	39	4390956	6.647377e-02	1
SLCO5A1	145499	674	16	1856488	392400	0	30	4	0	20	40	3909176	6.852022e-02	1
ZWINT	65824	1191	-19	641792	115104	0	15	1	0	36	167	9634728	7.005657e-02	1
GCG	95439	554	7	425100	65836	0	8	0	0	11	22	3250380	7.113852e-02	1
CSGALNACT1	171847	356	17	1199872	215384	0	20	2	0	36	75	7887676	7.255147e-02	1
SYNGR2	527017	217	27	497040	103768	0	8	0	0	50	109	13238268	7.331579e-02	1
MYL2	907625	570	47	398940	60604	0	11	1	0	24	77	7973568	7.510275e-02	1
SLC25A45	4112809	242	50	627404	149548	0	14	2	0	23	64	7217980	7.536179e-02	1
GNG7	1472723	262	33	155216	32264	0	4	0	0	50	137	13664676	7.558380e-02	1
GOLT1A	557652	370	34	294736	67144	0	6	0	0	50	97	13116188	7.591274e-02	1
OR5M8	NaN	NaN	NaN	677980	138212	0	12	3	0	8	32	2604664	7.723552e-02	1
TRIM49	151171	1107	-28	1048580	157396	0	11	1	0	10	69	5965352	7.736549e-02	1
TNFRSF9	381467	207	24	590344	103768	0	12	1	0	28	75	7503560	7.788276e-02	1
MAGEC1	17504	NaN	-11	2478224	516224	0	39	11	0	9	86	4059160	7.988679e-02	1
FAM19A4	263741	842	-15	324384	58424	0	8	0	0	50	154	12204076	8.530310e-02	1
ZNF207	679038	286	30	1088256	245032	0	11	1	0	8	10	3071620	8.627953e-02	1
GLIPR1L2	313411	606	-22	576828	99844	0	13	1	0	50	145	14341348	8.636885e-02	1
TNS4	1185295	203	19	1555212	359700	0	16	2	0	20	32	5570772	8.656063e-02	1
CNBD1	148474	1191	-31	1025472	156088	0	22	1	0	16	86	4514344	8.774258e-02	1
CPLX3	764533	195	46	358392	66272	0	5	0	0	50	97	13734872	8.919366e-02	1
AP3M2	580110	382	45	939144	184864	0	20	1	0	30	71	8880012	9.107157e-02	1
CD1D	120333	711	8	742508	153908	0	17	3	0	12	55	4196064	9.121869e-02	1
TCEAL5	455954	NaN	17	474368	70632	0	6	1	0	50	121	14081928	9.264025e-02	1
LRP12	36110	1085	15	1911424	359264	0	40	10	0	8	39	2116780	9.272736e-02	1
DEFB118	591819	594	-83	276424	53192	0	6	1	0	26	173	13036400	9.446299e-02	1
TMEM196	187539	874	-4	379320	85456	0	5	0	0	50	121	11180784	9.457776e-02	1
OR2J3	155147	738	1	660540	154780	0	11	1	0	50	157	15048976	9.563385e-02	1
PRR5L	196876	169	-1	822732	170476	0	11	1	0	50	118	11107536	9.586617e-02	1
OR8J3	10101	1007	-38	672748	152164	0	16	3	0	3	9	613888	9.745202e-02	1
OR5M9	NaN	NaN	NaN	671440	140392	0	11	3	0	8	32	2606844	9.828099e-02	1
SLC7A5	604095	133	34	1089128	272936	0	9	0	0	4	1	1669008	9.863645e-02	1
OR8K5	10101	1007	-38	675364	129492	0	7	0	0	4	9	1860412	9.930523e-02	1
SLC17A6	51732	865	-14	1304948	258548	0	19	5	0	18	88	5868560	1.009311e-01	1
LRP1B	8988	1120	-11	10695080	1652440	0	192	40	0	2	55	2361812	1.014704e-01	1
BBS9	233203	759	-6	2030888	368856	0	24	2	0	32	107	10400780	1.020411e-01	1
FPR2	436280	690	-24	746432	177888	0	13	2	0	50	118	9742856	1.022905e-01	1
OR51B5	100115	1056	1	664464	154344	0	15	1	0	14	23	1910116	1.030396e-01	1
LHFPL3	324628	895	5	514044	112924	0	10	3	0	19	51	4859656	1.034331e-01	1
NHP2	821697	248	39	354468	58860	0	5	0	0	50	93	14745520	1.042419e-01	1
CEACAM3	1360684	454	23	553284	131236	0	9	1	0	11	16	2258480	1.065686e-01	1
ABCB4	225315	837	8	2890244	572468	0	34	7	0	12	19	2956952	1.066771e-01	1
FMOD	552574	325	40	824040	169168	0	13	1	0	35	75	7871544	1.068095e-01	1
C19orf70	879991	295	21	265524	56244	0	6	0	0	41	91	10153568	1.069652e-01	1
NRIP1	103852	526	8	2577632	454312	0	29	4	0	16	33	4924184	1.075507e-01	1
HGF	57326	604	17	1695168	285144	0	22	3	0	50	160	14204008	1.083814e-01	1
PGM5	127057	681	-4	1250448	270320	0	36	1	0	4	9	1090436	1.088090e-01	1
GPR82	531498	NaN	45	745560	139520	0	12	0	0	16	52	6858716	1.090165e-01	1
OR2G6	112460	903	-20	676672	152600	0	15	0	0	5	17	1508996	1.090552e-01	1
ANXA13	492587	192	12	831016	145624	0	13	1	0	50	119	13821200	1.091916e-01	1
INSIG2	190880	537	8	500528	104640	0	8	0	0	50	149	15409984	1.097385e-01	1
RNF122	91655	610	11	369292	56244	0	8	0	0	50	162	13225188	1.099996e-01	1
OR6M1	92984	637	-1	667080	153472	0	10	1	0	30	69	7485248	1.109482e-01	1
OR2M5	19998	935	-32	668824	149112	0	22	8	0	7	38	1477168	1.119259e-01	1
C4orf19	124686	814	32	700216	130800	0	4	0	0	4	0	1475860	1.123111e-01	1
OR52A5	109516	1024	-15	684084	144316	0	13	3	0	9	32	1955024	1.128108e-01	1
TMEM100	59099	585	-58	291248	65400	0	9	0	0	50	202	12882492	1.138807e-01	1
RIT2	4853	1195	-57	504016	80224	0	10	0	0	17	89	4832188	1.146552e-01	1
AMPH	167080	639	7	1574396	317844	0	22	4	0	22	59	5320944	1.146571e-01	1
OR4M2	156689	855	-31	683212	141700	0	15	2	0	50	235	12559416	1.147483e-01	1
NRIP3	595760	357	33	545000	109000	0	8	0	0	40	112	14087160	1.153978e-01	1
TUBA3C	193250	922	-15	988412	208844	0	15	4	0	16	35	2775576	1.155307e-01	1
FLRT2	18925	671	-45	1423540	305636	0	39	5	0	6	37	1945432	1.156521e-01	1
SLC7A4	577297	192	58	1318464	359264	0	15	2	0	10	17	2928176	1.168097e-01	1
OR4N2	275024	858	-57	657052	147804	0	18	5	0	3	10	575520	1.174738e-01	1
OR2D2	403341	827	6	644408	163064	0	9	1	0	23	52	5323560	1.176033e-01	1
APC	247811	399	28	6286684	1205540	0	71	10	0	25	49	6422280	1.191742e-01	1
MRPL47	397411	520	10	581624	97664	0	6	0	0	15	25	2760752	1.206668e-01	1
ICOS	122253	693	5	466956	71940	0	7	0	0	50	145	14343092	1.217901e-01	1
ESF1	123437	617	-10	2023476	250700	0	21	0	0	13	19	3410392	1.225082e-01	1
GRIN3A	111816	1063	-27	2446396	500964	0	32	1	0	1	1	629584	1.225670e-01	1
COL1A2	461036	499	-14	2908556	845404	0	36	10	0	18	72	6270988	1.227237e-01	1
LCE1D	64902	818	18	255932	50140	0	7	1	0	50	174	12827992	1.228211e-01	1
IFNA10	193208	498	-3	421612	77172	0	6	1	0	24	52	4534400	1.236484e-01	1
IL1R2	215759	556	12	895980	177452	0	15	0	0	19	30	4176880	1.236808e-01	1
AMY2B	31276	974	-19	1169788	206228	0	25	1	0	12	40	2447268	1.241829e-01	1
PLA2G2E	437659	348	22	326128	60168	0	5	0	0	50	113	11365212	1.243201e-01	1
EPHA2	866090	197	37	2158636	453004	0	37	6	0	50	121	14225372	1.250935e-01	1
TMEM200A	126083	954	23	1072996	217564	0	17	1	0	27	66	7512280	1.251068e-01	1
LCE2D	169158	818	24	245468	48396	0	4	1	0	39	126	10283060	1.255106e-01	1
OR2AT4	752176	556	48	676672	162192	0	9	1	0	50	128	14784324	1.260480e-01	1
LHFPL4	858637	425	36	532356	123388	0	11	0	0	9	14	2352656	1.266026e-01	1
SLC17A5	713348	132	31	1101772	230644	0	14	0	0	24	42	6313280	1.273119e-01	1
UBE2NL	5046	NaN	-19	340952	63656	0	10	2	0	25	122	6215180	1.299486e-01	1
BMPR2	369483	417	30	2302080	457800	0	39	3	0	45	134	13118804	1.301593e-01	1
GML	447193	438	36	361008	65400	0	6	2	0	14	38	2835308	1.305418e-01	1
SLC22A16	248863	469	20	1277480	260728	0	17	1	0	16	30	4358692	1.312322e-01	1
HIST1H2BL	267617	634	32	275116	60604	0	4	0	0	27	30	4371772	1.316561e-01	1
LRIT1	216124	810	-10	1316284	328308	0	19	2	0	8	8	1773212	1.331744e-01	1
DUSP22	224772	684	46	436000	72376	0	10	1	0	50	87	8602280	1.334900e-01	1
EFCAB1	16699	533	-28	506196	69324	0	12	0	0	48	214	12058452	1.336946e-01	1
TRUB1	188808	343	9	770848	170912	0	9	0	0	14	21	4222660	1.339530e-01	1
SLITRK6	18898	822	-27	1865208	340952	0	29	2	0	4	11	895980	1.341803e-01	1
WASF3	149391	643	10	1102644	241108	0	17	2	0	16	35	3902200	1.349580e-01	1
SCGB1D1	2778889	450	53	205356	41420	0	5	0	0	50	127	13069100	1.362234e-01	1
APOD	794351	315	38	429460	81532	0	6	1	0	50	116	14451220	1.375866e-01	1
PNLIPRP3	127796	855	-19	1080408	183992	0	14	2	0	23	72	6149780	1.377603e-01	1
ARID2	820796	602	10	4008148	864588	0	49	5	0	3	8	1816376	1.385780e-01	1
FCN1	237562	489	35	738584	146496	0	9	2	0	26	42	5227204	1.397614e-01	1
KRTAP5-10	586193	626	50	439052	93740	0	7	0	0	39	92	8287488	1.403802e-01	1
CENPH	422005	232	38	598192	80224	0	10	0	0	50	106	11906288	1.406844e-01	1
IL7R	139461	511	5	1052940	176580	0	21	0	0	7	8	1085640	1.422036e-01	1
GABARAPL1	397577	398	18	280348	38804	0	6	1	0	26	84	6981232	1.422607e-01	1
PCP4L1	735152	293	41	160448	27032	0	2	0	0	50	103	13808120	1.423321e-01	1
OR2F2	368507	732	-11	672312	158704	0	12	4	0	21	76	4455920	1.433543e-01	1
SPRR2D	687290	704	30	164808	29648	0	2	0	0	50	96	13399588	1.439473e-01	1
PHLDA2	552601	256	34	329616	75864	0	5	0	0	50	113	13223444	1.441988e-01	1
CRYBA1	1533931	159	32	509684	74556	0	7	1	0	50	88	13716560	1.442139e-01	1
OR4A16	1067	1102	-42	712424	146496	0	16	4	0	8	51	2067512	1.445275e-01	1
ZNF43	123927	1235	-66	1868696	260728	0	32	4	0	16	66	3751344	1.451047e-01	1
CNGA4	466636	728	4	1263092	262908	0	23	3	0	50	154	13788936	1.453727e-01	1
OR2A5	222080	812	-11	667080	148240	0	7	0	0	8	9	1609276	1.460364e-01	1
C4orf26	461415	491	19	291248	56680	0	7	0	0	7	19	1655492	1.466506e-01	1
OR8B4	149616	857	0	664900	144316	0	9	2	0	30	83	7762544	1.471403e-01	1
OR56A3	262387	914	-13	671876	153036	0	10	1	0	21	45	3956700	1.482875e-01	1
ZNF679	NaN	NaN	NaN	952660	140828	0	11	1	0	50	273	24642720	1.494508e-01	1
OR5B2	475497	835	-29	680160	134288	0	11	0	0	38	83	7164352	1.498695e-01	1
STYK1	408572	432	0	948300	189660	0	9	1	0	12	16	3539012	1.508189e-01	1
TKTL1	2436137	NaN	14	1326312	277296	0	14	1	0	9	10	2906376	1.512970e-01	1
PCLO	42656	1075	-27	11175116	2375764	0	142	39	0	10	72	4823032	1.522003e-01	1
GPC6	42298	1135	-25	1247396	235004	0	24	2	0	4	15	1429208	1.529376e-01	1
OR5M10	NaN	NaN	NaN	680596	146060	0	10	3	0	8	32	2612512	1.532185e-01	1
CCL5	661778	235	20	204484	44908	0	3	1	0	7	17	2166048	1.533026e-01	1
OR5H1	200002	811	-15	683212	136468	0	13	3	0	10	21	1575268	1.537877e-01	1
SYTL2	354036	435	1	3974140	697164	0	30	3	0	14	19	3515904	1.544267e-01	1
OSBPL6	150530	526	16	2224472	402864	0	28	6	0	50	128	12720736	1.558104e-01	1
C16orf92	NaN	NaN	NaN	316100	56244	0	6	1	0	41	229	20167616	1.558580e-01	1
DDC	180088	561	11	1091744	215384	0	17	0	0	17	21	3561248	1.566460e-01	1
SPRY3	NaN	NaN	NaN	621300	134724	0	10	1	0	50	273	24636616	1.571326e-01	1
ABCC9	529911	984	-17	3603976	703704	0	50	6	0	3	10	1300152	1.586516e-01	1
C1orf141	444524	673	-5	931732	138212	0	10	2	0	9	6	1344624	1.594795e-01	1
FGF6	291341	908	23	448208	109000	0	11	2	0	21	53	5443896	1.598844e-01	1
TCF21	102722	388	-4	398068	79788	0	12	1	0	41	131	11619400	1.602846e-01	1
NGF	537568	558	6	517968	118592	0	11	2	0	49	200	15469716	1.608064e-01	1
CTLA4	148748	632	18	501400	95048	0	8	1	0	50	120	10439584	1.611022e-01	1
SPANXD	NaN	NaN	NaN	224540	40548	0	6	1	0	8	30	2507000	1.613848e-01	1
CXorf56	617823	NaN	30	522764	85020	0	10	0	0	50	155	14063616	1.614508e-01	1
NBN	251472	419	35	1743128	284272	0	18	3	0	35	47	7136884	1.622563e-01	1
CNGB3	191008	1171	2	1848640	331360	0	21	3	0	16	44	3927488	1.622780e-01	1
KLRG1	301954	416	11	436872	75864	0	5	1	0	50	152	14588560	1.623446e-01	1
MEOX1	1180329	165	16	566364	109436	0	6	0	0	50	71	10899128	1.624321e-01	1
GGPS1	513285	188	22	689752	108128	0	8	0	0	50	105	11777668	1.626724e-01	1
HMGN2	1003175	167	31	218000	37496	0	4	0	0	50	93	12320052	1.627497e-01	1
POM121L12	10922	1116	-24	615196	163500	0	23	6	0	9	59	2430264	1.640014e-01	1
VWA5A	177269	744	-11	1781060	338772	0	23	1	0	4	8	1285764	1.642160e-01	1
CXorf40B	280868	NaN	34	350980	71940	0	8	0	0	50	99	10635348	1.645236e-01	1
IFNA17	193208	498	-3	422484	76300	0	6	0	0	50	133	11380036	1.648700e-01	1
TSPAN12	106040	717	3	704140	120772	0	8	1	0	50	108	12855460	1.648994e-01	1
SNRPD3	480889	194	48	285144	57552	0	7	1	0	9	14	1858232	1.657782e-01	1
PPP1R1B	1164935	239	28	470880	86328	0	5	0	0	36	70	9147280	1.660202e-01	1
MRPS15	581032	347	31	590344	110744	0	10	2	0	13	35	3655424	1.661631e-01	1
ACVR1B	493265	371	27	1214696	249392	0	18	2	0	50	75	10277828	1.662038e-01	1
CDH10	30232	737	-29	1753592	345312	0	47	8	0	16	78	3549040	1.676597e-01	1
OR10R2	177013	929	7	719836	158268	0	9	1	0	50	112	12359292	1.699687e-01	1
C4orf40	181352	975	12	458236	131236	0	5	1	0	50	109	10974556	1.715079e-01	1
SLC17A2	392745	685	34	965304	212768	0	9	0	0	8	11	2263712	1.717307e-01	1
TGFBR1	201435	211	30	1124880	223232	0	14	1	0	9	20	2847516	1.722900e-01	1
GFOD1	258422	407	37	842352	183992	0	18	2	0	37	68	8477148	1.737059e-01	1
MBD6	1347795	303	44	2028272	636560	0	29	2	0	2	2	891620	1.738958e-01	1
GTSF1L	395176	374	38	337464	54064	0	6	0	0	50	122	13717432	1.745453e-01	1
RNF165	452638	289	33	777824	156088	0	11	1	0	50	106	11165960	1.749813e-01	1
KLRC2	378365	334	0	537588	88508	0	8	0	0	50	128	13120548	1.755496e-01	1
NGFRAP1	448080	NaN	32	255496	40984	0	5	0	0	50	86	10398164	1.756119e-01	1
OR5H14	200002	811	-15	680160	133416	0	11	4	0	7	15	1204232	1.756661e-01	1
CALM2	811122	132	35	359700	50140	0	4	0	0	47	85	11933756	1.772704e-01	1
ZNF630	582390	NaN	18	1501584	230208	0	9	0	0	2	0	926936	1.774483e-01	1
FAM46D	102816	NaN	-24	878104	145624	0	11	0	0	6	56	3660220	1.782523e-01	1
MVK	442710	465	38	875488	201432	0	20	1	0	30	96	6923244	1.790474e-01	1
OR6F1	191710	995	-32	654872	153472	0	13	3	0	11	93	5222408	1.793958e-01	1
TSNAXIP1	1039476	143	49	1528616	245904	0	12	0	0	5	2	1223852	1.800882e-01	1
CDX4	221528	NaN	-13	618248	133416	0	10	1	0	14	17	2353964	1.801973e-01	1
